# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -3.74631
200 -0.210957
400 0.566636
600 0.146572
800 0.557892
1000 1.25726
1200 1.22349
1400 1.23166
1600 1.42713
1800 1.27333
2000 1.48573
2200 1.33534
2400 0.841544
2600 0.588721
2800 0.822892
3000 1.42131
3200 1.27867
3400 1.06153
3600 0.971672
3800 1.35092
4000 1.18644
4200 0.889512
4400 0.937894
4600 1.32365
4800 0.990706
5000 0.915527
5200 1.34642
5400 1.28576
5600 1.11191
5800 0.734319
6000 1.31179
6200 1.5139
6400 1.01942
6600 1.36746
6800 1.29099
7000 1.69823
7200 1.52393
7400 1.24511
7600 1.09464
7800 1.52334
8000 1.40384
8200 1.12344
8400 1.28859
8600 1.19917
8800 0.980225
9000 0.823979
9200 1.04467
9400 0.718614
9600 0.410208
9800 1.09998
10000 1.18333
10200 0.810605
10400 0.970078
10600 1.28912
10800 0.650923
11000 1.02173
11200 1.23309
11400 0.91484
11600 1.00373
11800 0.867189
12000 1.15073
12200 1.28512
12400 1.44089
12600 1.28618
12800 0.816921
13000 0.368635
13200 1.08684
13400 0.894832
13600 1.06945
13800 0.738498
14000 1.0331
14200 1.30959
14400 1.06142
14600 0.98751
14800 1.43895
15000 1.40121
15200 1.30476
15400 1.52172
15600 1.45228
15800 0.839668
16000 1.21825
16200 1.04136
16400 1.20453
16600 1.19141
16800 0.744802
17000 1.28849
17200 0.969467
17400 1.24431
17600 1.36184
17800 1.40884
18000 0.654954
18200 1.17105
18400 0.96509
18600 1.17924
18800 1.59669
19000 0.770463
19200 1.04866
19400 0.628523
19600 0.747235
19800 0.90894
20000 0.899051
