# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 97.2495
400 101.408
600 101.61
800 100.953
1000 100.908
1200 101.026
1400 102.323
1600 98.1232
1800 100.971
2000 101.571
2200 102.902
2400 101.196
2600 101.144
2800 98.0577
3000 103.07
3200 100.121
3400 100.111
3600 100.258
3800 100.429
4000 101.348
4200 101.528
4400 100.716
4600 102.059
4800 101.162
5000 100.044
5200 101.817
5400 101.257
5600 100.059
5800 97.4756
6000 101.553
6200 100.096
6400 100.262
6600 99.5835
6800 101.701
7000 102.279
7200 99.8952
7400 101.974
7600 100.19
7800 101.458
8000 101.251
8200 99.8184
8400 102.954
8600 100.93
8800 100.416
9000 100.619
9200 101.917
9400 100.548
9600 100.66
9800 102.487
10000 100.241
10200 99.9354
10400 101.655
10600 101.754
10800 100.33
11000 100.434
11200 98.1855
11400 100.988
11600 100.829
11800 102.231
12000 102.053
12200 100.499
12400 100.217
12600 101.72
12800 102.518
13000 99.9021
13200 100.572
13400 102.737
13600 100.21
13800 101.347
14000 100.862
14200 100.987
14400 99.2898
14600 102.698
14800 100.357
15000 100.696
15200 98.2573
15400 101.228
15600 100.169
15800 101.814
16000 101.354
16200 101.32
16400 101.635
16600 99.4922
16800 100.144
17000 101.126
17200 101.073
17400 101.781
17600 101.705
17800 101.927
18000 100.636
18200 100.678
18400 100.534
18600 99.2186
18800 101.581
19000 100.233
19200 101.262
19400 101.419
19600 100.508
19800 102.328
20000 100.957
