# Time-averaged data for fix myat6
# TimeStep v_pressure
0 14.3482
200 12.8009
400 13.6416
600 13.604
800 12.7476
1000 13.9234
1200 12.4351
1400 12.5726
1600 14.7714
1800 13.2668
2000 14.3446
2200 13.7374
2400 13.3162
2600 13.1705
2800 17.4735
3000 12.7613
3200 13.4613
3400 15.4815
3600 13.5676
3800 14.4332
4000 13.7502
4200 14.5038
4400 12.6747
4600 13.4952
4800 13.2419
5000 13.6563
5200 14.5626
5400 12.7061
5600 14.6676
5800 18.2713
6000 12.9535
6200 15.7699
6400 15.456
6600 15.7617
6800 16.5391
7000 14.6508
7200 14.4467
7400 14.3324
7600 16.1399
7800 13.7442
8000 13.6251
8200 14.9919
8400 14.3303
8600 12.7136
8800 13.8497
9000 13.1147
9200 13.8113
9400 13.1962
9600 15.7845
9800 15.6442
10000 13.5706
10200 15.3628
10400 13.0638
10600 14.289
10800 12.3846
11000 14.8207
11200 15.9303
11400 14.0766
11600 14.8297
11800 13.6453
12000 13.6645
12200 13.3723
12400 14.4119
12600 13.6598
12800 14.2108
13000 13.6907
13200 13.6396
13400 13.6907
13600 13.5179
13800 12.9561
14000 14.6387
14200 13.2677
14400 16.6681
14600 12.8639
14800 13.2611
15000 14.7176
15200 19.0145
15400 12.9304
15600 14.3376
15800 13.7128
16000 14.791
16200 12.9247
16400 12.8172
16600 13.1239
16800 15.2315
17000 14.0058
17200 15.3428
17400 13.5061
17600 13.7066
17800 14.749
18000 13.6613
18200 13.1517
18400 15.7315
18600 16.6947
18800 14.2999
19000 14.2979
19200 14.1978
19400 13.4001
19600 12.3948
19800 13.4177
20000 14.4006
