# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -2.30958
200 -0.86918
400 -1.08483
600 -1.14963
800 -1.20637
1000 -1.12837
1200 -1.09428
1400 -1.42571
1600 -0.705735
1800 -0.827548
2000 -1.05763
2200 -1.23614
2400 -1.04619
2600 -1.04175
2800 -0.49984
3000 -1.37665
3200 -1.15998
3400 -0.897759
3600 -0.913383
3800 -0.72495
4000 -1.02859
4200 -1.29952
4400 -1.0683
4600 -1.25978
4800 -1.33403
5000 -0.768229
5200 -0.981383
5400 -1.10746
5600 -0.88478
5800 -0.483071
6000 -1.25657
6200 -0.762454
6400 -0.630459
6600 -0.703067
6800 -0.836419
7000 -1.22928
7200 -0.699823
7400 -0.970405
7600 -0.655631
7800 -0.933372
8000 -0.948674
8200 -0.644341
8400 -1.2383
8600 -1.23463
8800 -0.917151
9000 -0.800857
9200 -1.14078
9400 -1.05031
9600 -0.985288
9800 -1.44083
10000 -0.966085
10200 -0.907708
10400 -1.25188
10600 -1.72088
10800 -1.18887
11000 -1.17711
11200 -0.672041
11400 -0.872865
11600 -0.709014
11800 -1.12172
12000 -1.05745
12200 -0.765691
12400 -0.651894
12600 -0.93737
12800 -1.37406
13000 -0.941798
13200 -0.789378
13400 -1.13747
13600 -0.907421
13800 -0.88595
14000 -0.988937
14200 -0.930069
14400 -0.683892
14600 -1.26519
14800 -1.12003
15000 -0.854479
15200 -0.675557
15400 -1.07233
15600 -0.942339
15800 -1.05141
16000 -0.866956
16200 -1.04185
16400 -1.23753
16600 -0.658237
16800 -0.577028
17000 -0.674803
17200 -0.789399
17400 -0.869637
17600 -0.887999
17800 -1.08926
18000 -0.860279
18200 -0.855161
18400 -0.797634
18600 -0.563707
18800 -0.972402
19000 -0.652201
19200 -0.915268
19400 -1.03471
19600 -0.974177
19800 -1.39382
20000 -1.32962
