# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 94.7964
400 95.9365
600 96.9707
800 91.9917
1000 100.519
1200 102.87
1400 94.4364
1600 101.249
1800 102.265
2000 98.6301
2200 104.221
2400 107.323
2600 108.053
2800 95.0333
3000 100.984
3200 100.058
3400 84.7067
3600 109.249
3800 107.97
4000 102.28
4200 111.618
4400 92.6059
4600 94.6718
4800 95.0701
5000 104.6
5200 91.7397
5400 87.9877
5600 106.733
5800 97.7874
6000 102.58
6200 114.442
6400 96.9543
6600 110.649
6800 109.349
7000 101.75
7200 94.7622
7400 102.726
7600 116.327
7800 109.042
8000 101.076
8200 98.7976
8400 106.485
8600 103.809
8800 96.2468
9000 98.1745
9200 102.108
9400 103.394
9600 89.6316
9800 102.001
10000 101.85
10200 94.2519
10400 109.947
10600 103.883
10800 98.0934
11000 104.19
11200 99.9695
11400 107.107
11600 100.87
11800 108.237
12000 100.683
12200 109.227
12400 108.087
12600 95.6117
12800 105.791
13000 102.401
13200 103.741
13400 105.754
13600 101.289
13800 100.876
14000 93.5378
14200 105.946
14400 98.039
14600 98.0183
14800 101.89
15000 94.3104
15200 104.173
15400 101.835
15600 114.027
15800 97.415
16000 102.993
16200 101.836
16400 101.769
16600 114.758
16800 102.713
17000 94.8721
17200 99.4391
17400 106.373
17600 104.151
17800 93.3916
18000 103.081
18200 102.616
18400 93.5026
18600 92.3542
18800 105.077
19000 93.3539
19200 109.782
19400 101.874
19600 91.8133
19800 99.9088
20000 105.54
