# Time-averaged data for fix myat6
# TimeStep v_pressure
0 414.214
200 1245.9
400 1420.02
600 1426.07
800 1458.91
1000 1174.22
1200 1237.16
1400 1568.84
1600 1372.3
1800 1215.61
2000 1222.39
2200 1297.32
2400 1053.27
2600 1095.26
2800 1497.69
3000 1363.72
3200 1285.63
3400 1801.5
3600 1056.62
3800 1034.44
4000 1351.14
4200 992.287
4400 1668.59
4600 1503.52
4800 1551.74
5000 1291.59
5200 1709.13
5400 1759.75
5600 1134.27
5800 1422.67
6000 1131.09
6200 1094.06
6400 1324.77
6600 1077.26
6800 1133.37
7000 1294.81
7200 1689.61
7400 1162.59
7600 986.534
7800 1023.62
8000 1312.31
8200 1255.58
8400 1176.3
8600 1142.46
8800 1555.73
9000 1451.06
9200 1407.29
9400 1117.64
9600 1607.94
9800 1347.12
10000 1305.31
10200 1451.33
10400 1058.95
10600 1229.66
10800 1313.8
11000 1405.58
11200 1359.15
11400 1207.15
11600 1170.5
11800 1123.44
12000 1536.77
12200 1242.25
12400 1361.42
12600 1513.57
12800 1163.3
13000 1193.07
13200 1226.11
13400 1142.85
13600 1187
13800 1155.06
14000 1481.47
14200 973.431
14400 1350.63
14600 1436.83
14800 1336.55
15000 1465.47
15200 1213.31
15400 1285.27
15600 952.493
15800 1486.85
16000 1234.37
16200 1254.94
16400 1108.65
16600 757.162
16800 1172.84
17000 1459.11
17200 1379.25
17400 1145.46
17600 1145.82
17800 1453.1
18000 1190.2
18200 1212.89
18400 1333.71
18600 1385.58
18800 1015.78
19000 1227.11
19200 997.924
19400 1344.07
19600 1501.87
19800 1378.57
20000 1138.18
