# Time-averaged data for fix myat8
# TimeStep v_volume
0 1709.06
200 1709.06
400 1709.06
600 1709.06
800 1709.06
1000 1709.06
1200 1709.06
1400 1709.06
1600 1709.06
1800 1709.06
2000 1709.06
2200 1709.06
2400 1709.06
2600 1709.06
2800 1709.06
3000 1709.06
3200 1709.06
3400 1709.06
3600 1709.06
3800 1709.06
4000 1709.06
4200 1709.06
4400 1709.06
4600 1709.06
4800 1709.06
5000 1709.06
5200 1709.06
5400 1709.06
5600 1709.06
5800 1709.06
6000 1709.06
6200 1709.06
6400 1709.06
6600 1709.06
6800 1709.06
7000 1709.06
7200 1709.06
7400 1709.06
7600 1709.06
7800 1709.06
8000 1709.06
8200 1709.06
8400 1709.06
8600 1709.06
8800 1709.06
9000 1709.06
9200 1709.06
9400 1709.06
9600 1709.06
9800 1709.06
10000 1709.06
10200 1709.06
10400 1709.06
10600 1709.06
10800 1709.06
11000 1709.06
11200 1709.06
11400 1709.06
11600 1709.06
11800 1709.06
12000 1709.06
12200 1709.06
12400 1709.06
12600 1709.06
12800 1709.06
13000 1709.06
13200 1709.06
13400 1709.06
13600 1709.06
13800 1709.06
14000 1709.06
14200 1709.06
14400 1709.06
14600 1709.06
14800 1709.06
15000 1709.06
15200 1709.06
15400 1709.06
15600 1709.06
15800 1709.06
16000 1709.06
16200 1709.06
16400 1709.06
16600 1709.06
16800 1709.06
17000 1709.06
17200 1709.06
17400 1709.06
17600 1709.06
17800 1709.06
18000 1709.06
18200 1709.06
18400 1709.06
18600 1709.06
18800 1709.06
19000 1709.06
19200 1709.06
19400 1709.06
19600 1709.06
19800 1709.06
20000 1709.06
