# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.8459
400 14.0125
600 14.1635
800 13.4363
1000 14.6818
1200 15.0252
1400 13.7933
1600 14.7884
1800 14.9368
2000 14.4059
2200 15.2225
2400 15.6755
2600 15.7822
2800 13.8805
3000 14.7497
3200 14.6144
3400 12.3722
3600 15.9569
3800 15.77
4000 14.939
4200 16.303
4400 13.526
4600 13.8277
4800 13.8859
5000 15.2778
5200 13.3995
5400 12.8515
5600 15.5894
5800 14.2828
6000 14.9828
6200 16.7154
6400 14.1611
6600 16.1613
6800 15.9715
7000 14.8616
7200 13.8409
7400 15.0041
7600 16.9907
7800 15.9266
8000 14.7631
8200 14.4303
8400 15.5532
8600 15.1623
8800 14.0578
9000 14.3393
9200 14.9138
9400 15.1017
9600 13.0916
9800 14.8982
10000 14.8761
10200 13.7664
10400 16.0589
10600 15.1731
10800 14.3275
11000 15.218
11200 14.6015
11400 15.644
11600 14.733
11800 15.8091
12000 14.7057
12200 15.9537
12400 15.7872
12600 13.965
12800 15.4519
13000 14.9566
13200 15.1524
13400 15.4463
13600 14.7943
13800 14.7339
14000 13.6621
14200 15.4744
14400 14.3195
14600 14.3165
14800 14.882
15000 13.7749
15200 15.2155
15400 14.874
15600 16.6548
15800 14.2284
16000 15.0431
16200 14.8742
16400 14.8644
16600 16.7615
16800 15.0023
17000 13.857
17200 14.524
17400 15.5368
17600 15.2122
17800 13.6408
18000 15.056
18200 14.9881
18400 13.657
18600 13.4892
18800 15.3475
19000 13.6352
19200 16.0347
19400 14.8797
19600 13.4102
19800 14.5926
20000 15.4151
