# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -27.9658
200 -22.7271
400 -22.3996
600 -22.1207
800 -21.8615
1000 -23.5532
1200 -23.5798
1400 -21.7654
1600 -22.9556
1800 -23.1573
2000 -23.1778
2200 -22.9154
2400 -23.9433
2600 -23.825
2800 -22.3754
3000 -22.8335
3200 -23.1871
3400 -19.954
3600 -23.9061
3800 -23.6851
4000 -22.2258
4200 -24.2871
4400 -20.9658
4600 -21.8372
4800 -21.4852
5000 -22.9069
5200 -20.8943
5400 -20.882
5600 -23.583
5800 -22.3046
6000 -23.6657
6200 -24.0345
6400 -22.439
6600 -24.3904
6800 -23.9555
7000 -23.1312
7200 -21.3754
7400 -23.5766
7600 -24.747
7800 -24.0895
8000 -22.9494
8200 -22.9868
8400 -23.49
8600 -23.597
8800 -21.7085
9000 -22.1854
9200 -22.6286
9400 -23.2718
9600 -21.2795
9800 -22.5093
10000 -23.0099
10200 -21.8906
10400 -24.3663
10600 -23.0471
10800 -22.6389
11000 -22.4372
11200 -22.6845
11400 -23.7297
11600 -23.102
11800 -23.5413
12000 -22.2199
12200 -23.4152
12400 -22.8952
12600 -21.5697
12800 -23.3848
13000 -23.056
13200 -23.4983
13400 -23.6595
13600 -23.1608
13800 -23.205
14000 -21.6764
14200 -24.4075
14400 -22.5299
14600 -22.3494
14800 -22.9137
15000 -21.9684
15200 -22.8882
15400 -22.7613
15600 -24.6143
15800 -22.1815
16000 -23.3554
16200 -23.3105
16400 -23.4352
16600 -25.9451
16800 -23.3355
17000 -21.7868
17200 -22.7536
17400 -23.9025
17600 -23.754
17800 -21.8251
18000 -23.1822
18200 -23.2175
18400 -22.7994
18600 -22.497
18800 -23.9098
19000 -22.745
19200 -24.6417
19400 -22.437
19600 -21.6505
19800 -22.4491
20000 -23.4549
