# Time-averaged data for fix myat3
# TimeStep v_Etot
0 3.6055
200 6.27763
400 7.87266
600 8.31649
800 8.27809
1000 8.74007
1200 9.42187
1400 9.1188
1600 8.78184
1800 8.92348
2000 8.89878
2200 8.84452
2400 8.5895
2600 8.76476
2800 8.64642
3000 7.884
3200 8.56887
3400 8.57693
3600 8.56328
3800 8.25503
4000 8.55964
4200 8.75457
4400 8.25907
4600 7.86907
4800 8.31657
5000 8.17784
5200 8.16577
5400 8.44991
5600 8.27713
5800 7.94537
6000 8.17027
6200 8.62549
6400 8.22452
6600 8.37155
6800 8.54297
7000 8.45231
7200 8.2094
7400 8.7015
7600 9.2024
7800 9.07344
8000 9.27871
8200 9.25084
8400 8.89462
8600 8.45645
8800 8.54932
9000 8.99986
9200 9.07312
9400 8.58318
9600 8.5365
9800 9.02943
10000 8.80222
10200 8.57563
10400 8.36942
10600 8.96674
10800 9.13111
11000 8.84678
11200 9.20613
11400 9.28222
11600 9.09349
11800 9.31491
12000 8.6489
12200 8.68053
12400 8.92549
12600 8.94341
12800 9.30005
13000 9.02149
13200 9.02185
13400 8.78619
13600 8.72087
13800 8.69727
14000 8.72781
14200 8.78552
14400 8.85496
14600 9.00484
14800 9.12689
15000 9.34345
15200 9.18065
15400 9.11207
15600 9.27751
15800 9.18019
16000 9.20411
16200 9.15754
16400 9.1371
16600 9.09513
16800 9.32139
17000 9.36817
17200 9.3385
17400 9.07442
17600 9.53789
17800 9.33754
18000 9.15083
18200 8.84244
18400 9.06025
18600 9.13998
18800 9.69387
19000 9.49285
19200 9.142
19400 9.2212
19600 8.96266
19800 9.01176
20000 8.81597
