# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -11.0945
200 -6.4691
400 -6.92695
600 -6.34644
800 -5.73734
1000 -5.75699
1200 -5.18021
1400 -6.43007
1600 -5.93627
1800 -5.75093
2000 -5.98311
2200 -6.26252
2400 -5.85363
2600 -6.19053
2800 -6.7193
3000 -5.85754
3200 -5.52775
3400 -6.75631
3600 -6.03532
3800 -6.63275
4000 -6.54205
4200 -4.98253
4400 -6.3667
4600 -7.25085
4800 -6.49531
5000 -6.32799
5200 -6.39714
5400 -6.1134
5600 -6.54475
5800 -6.27758
6000 -6.21317
6200 -6.52237
6400 -5.9221
6600 -5.9314
6800 -6.3747
7000 -6.4712
7200 -6.68197
7400 -5.58556
7600 -5.38811
7800 -5.43809
8000 -5.3127
8200 -5.43825
8400 -6.42315
8600 -5.83309
8800 -6.43618
9000 -5.33101
9200 -6.20842
9400 -6.58214
9600 -6.20871
9800 -5.20624
10000 -6.39286
10200 -6.33698
10400 -5.81851
10600 -5.67743
10800 -5.6574
11000 -6.00954
11200 -5.67686
11400 -5.68957
11600 -5.81853
11800 -5.76933
12000 -6.00867
12200 -5.83135
12400 -5.58053
12600 -5.56495
12800 -4.86022
13000 -5.32326
13200 -5.11865
13400 -5.96903
13600 -6.07793
13800 -5.9903
14000 -6.15693
14200 -5.07238
14400 -6.13664
14600 -5.74109
14800 -4.40977
15000 -5.65767
15200 -5.50687
15400 -5.62384
15600 -5.47814
15800 -5.30032
16000 -5.75562
16200 -4.8801
16400 -6.30128
16600 -5.68381
16800 -5.87619
17000 -5.55613
17200 -6.04037
17400 -5.6462
17600 -4.98435
17800 -5.89231
18000 -5.88076
18200 -5.97247
18400 -4.90877
18600 -4.86388
18800 -5.2279
19000 -5.92086
19200 -5.36821
19400 -5.97033
19600 -5.9142
19800 -5.96759
20000 -5.8287
