# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 12.7467
400 14.7996
600 14.6629
800 14.0154
1000 14.4971
1200 14.6021
1400 15.5489
1600 14.7181
1800 14.6744
2000 14.8819
2200 15.107
2400 14.4431
2600 14.9553
2800 15.3657
3000 13.7415
3200 14.0966
3400 15.3332
3600 14.5986
3800 14.8878
4000 15.1017
4200 13.7371
4400 14.6258
4600 15.1199
4800 14.8119
5000 14.5058
5200 14.5629
5400 14.5633
5600 14.8219
5800 14.2229
6000 14.3834
6200 15.1479
6400 14.1466
6600 14.303
6800 14.9177
7000 14.9235
7200 14.8914
7400 14.2871
7600 14.5905
7800 14.5115
8000 14.5914
8200 14.6891
8400 15.3178
8600 14.2895
8800 14.9855
9000 14.3309
9200 15.2815
9400 15.1653
9600 14.7452
9800 14.2357
10000 15.1951
10200 14.9126
10400 14.1879
10600 14.6442
10800 14.7885
11000 14.8563
11200 14.883
11400 14.9718
11600 14.912
11800 15.0842
12000 14.6576
12200 14.5119
12400 14.506
12600 14.5084
12800 14.1603
13000 14.3448
13200 14.1405
13400 14.7552
13600 14.7988
13800 14.6876
14000 14.8847
14200 13.8579
14400 14.9916
14600 14.7459
14800 13.5367
15000 15.0011
15200 14.6875
15400 14.7359
15600 14.7557
15800 14.4805
16000 14.9597
16200 14.0376
16400 15.4384
16600 14.7789
16800 15.1976
17000 14.9243
17200 15.3789
17400 14.7206
17600 14.5222
17800 15.2299
18000 15.0316
18200 14.8149
18400 13.969
18600 14.0039
18800 14.9218
19000 15.4137
19200 14.5102
19400 15.1915
19600 14.8769
19800 14.9793
20000 14.6447
