# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 97.7522
400 99.488
600 99.762
800 100.993
1000 101.33
1200 99.7544
1400 100.978
1600 98.3936
1800 101.114
2000 99.2318
2200 101.172
2400 101.537
2600 102.079
2800 100.338
3000 100.257
3200 100.628
3400 99.679
3600 102.168
3800 97.55
4000 101.857
4200 101.381
4400 102.126
4600 100.453
4800 99.7142
5000 100.543
5200 101.941
5400 102.165
5600 100.642
5800 101.442
6000 100.137
6200 100.828
6400 101.317
6600 101.008
6800 101.092
7000 98.4853
7200 101.477
7400 101.688
7600 102.709
7800 99.4457
8000 101.481
8200 98.2654
8400 100.219
8600 99.3659
8800 100.163
9000 101.594
9200 102.149
9400 100.463
9600 101.28
9800 101.622
10000 100.357
10200 100.244
10400 98.5391
10600 99.8444
10800 102.28
11000 102.46
11200 99.9973
11400 97.7384
11600 99.3902
11800 101.21
12000 101.27
12200 104.212
12400 99.436
12600 100.949
12800 100.294
13000 98.6403
13200 101.1
13400 101.802
13600 100.162
13800 98.7471
14000 98.5714
14200 101.62
14400 99.635
14600 99.6663
14800 98.7703
15000 102.459
15200 99.4652
15400 101.158
15600 102.571
15800 101.504
16000 99.6995
16200 99.5927
16400 100.454
16600 100.43
16800 100.237
17000 99.9107
17200 102.455
17400 99.5393
17600 99.4915
17800 101.712
18000 103.41
18200 99.5466
18400 98.4431
18600 100.323
18800 101.406
19000 101.107
19200 100.98
19400 99.6851
19600 98.8831
19800 101.356
20000 99.2571
