# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 14.2777
400 14.5312
600 14.5712
800 14.7511
1000 14.8002
1200 14.5701
1400 14.7487
1600 14.3713
1800 14.7687
2000 14.4938
2200 14.7772
2400 14.8305
2600 14.9096
2800 14.6554
3000 14.6436
3200 14.6977
3400 14.5591
3600 14.9226
3800 14.2481
4000 14.8772
4200 14.8077
4400 14.9165
4600 14.6721
4800 14.5642
5000 14.6853
5200 14.8894
5400 14.9222
5600 14.6997
5800 14.8166
6000 14.6259
6200 14.7269
6400 14.7984
6600 14.7532
6800 14.7655
7000 14.3847
7200 14.8217
7400 14.8525
7600 15.0016
7800 14.525
8000 14.8223
8200 14.3526
8400 14.638
8600 14.5134
8800 14.6297
9000 14.8389
9200 14.9198
9400 14.6735
9600 14.793
9800 14.8428
10000 14.6581
10200 14.6416
10400 14.3926
10600 14.5832
10800 14.939
11000 14.9652
11200 14.6056
11400 14.2756
11600 14.5169
11800 14.7826
12000 14.7915
12200 15.2211
12400 14.5236
12600 14.7446
12800 14.6489
13000 14.4074
13200 14.7666
13400 14.8692
13600 14.6296
13800 14.423
14000 14.3973
14200 14.8426
14400 14.5527
14600 14.5572
14800 14.4264
15000 14.9652
15200 14.5278
15400 14.7751
15600 14.9815
15800 14.8256
16000 14.5621
16200 14.5465
16400 14.6723
16600 14.6688
16800 14.6406
17000 14.5929
17200 14.9645
17400 14.5387
17600 14.5317
17800 14.856
18000 15.104
18200 14.5397
18400 14.3786
18600 14.6531
18800 14.8114
19000 14.7677
19200 14.749
19400 14.56
19600 14.4428
19800 14.804
20000 14.4975
