# Time-averaged data for fix myat9
# TimeStep v_density
0 0.00307514
200 0.00307514
400 0.00307514
600 0.00307514
800 0.00307514
1000 0.00307514
1200 0.00307514
1400 0.00307514
1600 0.00307514
1800 0.00307514
2000 0.00307514
2200 0.00307514
2400 0.00307514
2600 0.00307514
2800 0.00307514
3000 0.00307514
3200 0.00307514
3400 0.00307514
3600 0.00307514
3800 0.00307514
4000 0.00307514
4200 0.00307514
4400 0.00307514
4600 0.00307514
4800 0.00307514
5000 0.00307514
5200 0.00307514
5400 0.00307514
5600 0.00307514
5800 0.00307514
6000 0.00307514
6200 0.00307514
6400 0.00307514
6600 0.00307514
6800 0.00307514
7000 0.00307514
7200 0.00307514
7400 0.00307514
7600 0.00307514
7800 0.00307514
8000 0.00307514
8200 0.00307514
8400 0.00307514
8600 0.00307514
8800 0.00307514
9000 0.00307514
9200 0.00307514
9400 0.00307514
9600 0.00307514
9800 0.00307514
10000 0.00307514
10200 0.00307514
10400 0.00307514
10600 0.00307514
10800 0.00307514
11000 0.00307514
11200 0.00307514
11400 0.00307514
11600 0.00307514
11800 0.00307514
12000 0.00307514
12200 0.00307514
12400 0.00307514
12600 0.00307514
12800 0.00307514
13000 0.00307514
13200 0.00307514
13400 0.00307514
13600 0.00307514
13800 0.00307514
14000 0.00307514
14200 0.00307514
14400 0.00307514
14600 0.00307514
14800 0.00307514
15000 0.00307514
15200 0.00307514
15400 0.00307514
15600 0.00307514
15800 0.00307514
16000 0.00307514
16200 0.00307514
16400 0.00307514
16600 0.00307514
16800 0.00307514
17000 0.00307514
17200 0.00307514
17400 0.00307514
17600 0.00307514
17800 0.00307514
18000 0.00307514
18200 0.00307514
18400 0.00307514
18600 0.00307514
18800 0.00307514
19000 0.00307514
19200 0.00307514
19400 0.00307514
19600 0.00307514
19800 0.00307514
20000 0.00307514
