# Time-averaged data for fix myat3
# TimeStep v_Etot
0 10.9826
200 12.1477
400 12.5955
600 12.9907
800 13.1945
1000 13.2099
1200 13.2701
1400 13.3858
1600 13.1537
1800 12.8639
2000 12.7995
2200 13.2126
2400 13.1659
2600 13.0009
2800 12.8666
3000 12.8608
3200 13.1169
3400 13.5388
3600 13.6019
3800 13.5332
4000 13.5168
4200 13.5139
4400 12.9648
4600 12.9949
4800 13.2231
5000 13.3955
5200 13.3589
5400 13.0027
5600 12.895
5800 13.0845
6000 12.8894
6200 12.9806
6400 12.9579
6600 13.1478
6800 13.0504
7000 13.1266
7200 13.0373
7400 12.7903
7600 12.8068
7800 13.0338
8000 13.1453
8200 12.9775
8400 13.119
8600 13.2115
8800 13.2523
9000 13.2792
9200 12.9792
9400 13.0179
9600 13.1021
9800 12.8036
10000 12.8405
10200 12.8962
10400 13.087
10600 13.2649
10800 13.1912
11000 12.8708
11200 12.7131
11400 12.7196
11600 12.9164
11800 13.0579
12000 12.7347
12200 12.3018
12400 12.5304
12600 12.6217
12800 12.6222
13000 12.7677
13200 12.9247
13400 12.8379
13600 12.8489
13800 12.8457
14000 13.1029
14200 12.8589
14400 12.7732
14600 13.1607
14800 13.2685
15000 13.3412
15200 13.2377
15400 13.16
15600 13.0112
15800 12.7673
16000 12.8683
16200 13.1652
16400 13.1231
16600 13.1312
16800 13.2185
17000 13.3162
17200 13.155
17400 13.0942
17600 13.2571
17800 13.3601
18000 13.0412
18200 12.8314
18400 13.1271
18600 13.4021
18800 13.3355
19000 13.2891
19200 13.2979
19400 13.2121
19600 13.1714
19800 13.2955
20000 13.1785
