# Time-averaged data for fix myat6
# TimeStep v_pressure
0 22.9196
200 17.4197
400 20.0612
600 22.5537
800 21.5847
1000 19.8895
1200 22.1588
1400 25.0415
1600 29.8976
1800 29.1442
2000 19.674
2200 24.3356
2400 20.7052
2600 20.8814
2800 26.6848
3000 25.0467
3200 22.1406
3400 21.1061
3600 24.9946
3800 35.3146
4000 21.0684
4200 23.0085
4400 22.0165
4600 22.2285
4800 23.3079
5000 22.1419
5200 21.6873
5400 22.6843
5600 23.3138
5800 21.4393
6000 20.9396
6200 21.5166
6400 23.786
6600 20.1999
6800 22.842
7000 31.8362
7200 22.077
7400 26.0507
7600 23.2652
7800 20.7599
8000 21.5188
8200 26.221
8400 26.7528
8600 24.5713
8800 23.9425
9000 22.3274
9200 23.7993
9400 21.0445
9600 24.2486
9800 20.9242
10000 21.5117
10200 27.8799
10400 27.2029
10600 23.5574
10800 25.8907
11000 23.0829
11200 27.9253
11400 26.9198
11600 24.0032
11800 19.4999
12000 25.4359
12200 26.9481
12400 23.3914
12600 20.0867
12800 32.1262
13000 25.1992
13200 23.0323
13400 22.9709
13600 26.3764
13800 30.2207
14000 26.8664
14200 25.9195
14400 19.6224
14600 21.4059
14800 27.5884
15000 23.7828
15200 27.3303
15400 21.7898
15600 21.2682
15800 19.6343
16000 20.9123
16200 24.8617
16400 22.8276
16600 22.8608
16800 25.4198
17000 22.0972
17200 23.3363
17400 25.0626
17600 22.3353
17800 22.0417
18000 23.2086
18200 22.2428
18400 28.764
18600 19.8997
18800 20.5838
19000 23.2215
19200 24.0285
19400 24.8411
19600 27.5487
19800 20.3135
20000 22.6288
