# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -3.71743
200 -2.13
400 -1.93565
600 -1.58048
800 -1.55656
1000 -1.59025
1200 -1.30001
1400 -1.36292
1600 -1.21761
1800 -1.90487
2000 -1.69427
2200 -1.56457
2400 -1.66465
2600 -1.90873
2800 -1.78882
3000 -1.78275
3200 -1.58084
3400 -1.02026
3600 -1.3207
3800 -0.71493
4000 -1.3604
4200 -1.29377
4400 -1.95167
4600 -1.67725
4800 -1.34116
5000 -1.28982
5200 -1.53051
5400 -1.91948
5600 -1.80477
5800 -1.73207
6000 -1.73657
6200 -1.74633
6400 -1.84045
6600 -1.60541
6800 -1.71509
7000 -1.25809
7200 -1.78438
7400 -2.06221
7600 -2.19479
7800 -1.49124
8000 -1.67695
8200 -1.37516
8400 -1.51899
8600 -1.30183
8800 -1.3774
9000 -1.5597
9200 -1.9406
9400 -1.65568
9600 -1.69087
9800 -2.03919
10000 -1.81762
10200 -1.74545
10400 -1.30563
10600 -1.31833
10800 -1.74776
11000 -2.09444
11200 -1.89244
11400 -1.55609
11600 -1.60046
11800 -1.72473
12000 -2.05682
12200 -2.91933
12400 -1.99323
12600 -2.12299
12800 -2.02662
13000 -1.63968
13200 -1.84185
13400 -2.03138
13600 -1.78069
13800 -1.57724
14000 -1.29443
14200 -1.98369
14400 -1.77945
14600 -1.39657
14800 -1.15785
15000 -1.62392
15200 -1.29018
15400 -1.61507
15600 -1.97035
15800 -2.05825
16000 -1.69378
16200 -1.38123
16400 -1.54918
16600 -1.53758
16800 -1.42211
17000 -1.27673
17200 -1.8095
17400 -1.44448
17600 -1.2746
17800 -1.49588
18000 -2.06286
18200 -1.70837
18400 -1.25149
18600 -1.25098
18800 -1.47594
19000 -1.47866
19200 -1.45109
19400 -1.34791
19600 -1.27144
19800 -1.50857
20000 -1.31894
