# Time-averaged data for fix myat3
# TimeStep v_Etot
0 138.558
200 26.7429
400 1.00861
600 -5.46661
800 -6.85614
1000 -7.31728
1200 -7.47184
1400 -7.80342
1600 -7.22646
1800 -7.58823
2000 -7.64106
2200 -6.99624
2400 -7.29716
2600 -7.53577
2800 -7.11769
3000 -6.96563
3200 -7.71684
3400 -7.82232
3600 -7.47046
3800 -7.86198
4000 -7.37335
4200 -7.27
4400 -7.89431
4600 -7.83895
4800 -7.19223
5000 -7.39771
5200 -7.32336
5400 -7.48423
5600 -7.18239
5800 -7.32419
6000 -7.66236
6200 -7.40277
6400 -7.16182
6600 -7.21104
6800 -7.50966
7000 -7.57517
7200 -7.59828
7400 -8.00244
7600 -7.9168
7800 -6.83257
8000 -7.53774
8200 -6.94184
8400 -7.36759
8600 -7.65962
8800 -7.42003
9000 -6.98012
9200 -7.24362
9400 -8.27411
9600 -7.76945
9800 -7.80513
10000 -7.71822
10200 -7.14651
10400 -7.08266
10600 -7.67497
10800 -7.29477
11000 -7.39114
11200 -7.07779
11400 -6.61995
11600 -7.19912
11800 -7.7603
12000 -6.44258
12200 -7.32276
12400 -6.98645
12600 -7.42395
12800 -6.85957
13000 -6.96317
13200 -7.15914
13400 -7.30883
13600 -7.4566
13800 -7.61864
14000 -6.87927
14200 -7.27124
14400 -7.283
14600 -6.85783
14800 -7.50038
15000 -7.21324
15200 -6.88444
15400 -7.64652
15600 -6.53451
15800 -7.4891
16000 -7.50536
16200 -6.85921
16400 -6.92052
16600 -6.87234
16800 -7.57412
17000 -7.09407
17200 -7.43337
17400 -7.4563
17600 -7.37408
17800 -7.27563
18000 -7.0273
18200 -6.96027
18400 -7.08843
18600 -7.55124
18800 -7.39517
19000 -7.26629
19200 -6.64187
19400 -7.36757
19600 -7.61069
19800 -7.14124
20000 -7.97967
