# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 38.008
400 19.1032
600 16.9453
800 15.7249
1000 13.6697
1200 14.6435
1400 15.1705
1600 14.7124
1800 15.0847
2000 14.4257
2200 15.3575
2400 14.4884
2600 13.4195
2800 15.4104
3000 14.0583
3200 15.3167
3400 15.3963
3600 13.5076
3800 14.9996
4000 13.4716
4200 13.1028
4400 14.7937
4600 14.0936
4800 14.4278
5000 14.9576
5200 15.9526
5400 14.7274
5600 15.2315
5800 14.4003
6000 14.4191
6200 13.8181
6400 15.4959
6600 15.9744
6800 15.2634
7000 15.2597
7200 14.4657
7400 14.0692
7600 13.9051
7800 14.7301
8000 15.1028
8200 14.9958
8400 14.5923
8600 13.6487
8800 14.622
9000 15.2917
9200 15.7171
9400 15.7354
9600 15.1664
9800 15.3354
10000 15.477
10200 13.8126
10400 14.567
10600 14.5343
10800 16.1884
11000 15.1626
11200 14.9347
11400 15.1514
11600 15.0652
11800 14.4499
12000 16.4087
12200 16.2839
12400 14.7373
12600 14.9565
12800 15.0325
13000 14.9632
13200 13.5439
13400 14.8282
13600 15.1687
13800 14.7048
14000 13.6146
14200 16.6142
14400 13.8468
14600 14.7494
14800 15.0784
15000 14.2149
15200 14.9599
15400 14.9642
15600 14.0167
15800 15.5743
16000 13.158
16200 14.8595
16400 13.9835
16600 15.7274
16800 14.9248
17000 14.5632
17200 14.7145
17400 14.0964
17600 13.8608
17800 15.1134
18000 13.2676
18200 14.7873
18400 15.3622
18600 14.9046
18800 14.9559
19000 14.8946
19200 14.2687
19400 15.381
19600 14.5914
19800 16.0077
20000 14.4706
