# Time-averaged data for fix myat8
# TimeStep v_volume
0 1799.82
200 1799.82
400 1799.82
600 1799.82
800 1799.82
1000 1799.82
1200 1799.82
1400 1799.82
1600 1799.82
1800 1799.82
2000 1799.82
2200 1799.82
2400 1799.82
2600 1799.82
2800 1799.82
3000 1799.82
3200 1799.82
3400 1799.82
3600 1799.82
3800 1799.82
4000 1799.82
4200 1799.82
4400 1799.82
4600 1799.82
4800 1799.82
5000 1799.82
5200 1799.82
5400 1799.82
5600 1799.82
5800 1799.82
6000 1799.82
6200 1799.82
6400 1799.82
6600 1799.82
6800 1799.82
7000 1799.82
7200 1799.82
7400 1799.82
7600 1799.82
7800 1799.82
8000 1799.82
8200 1799.82
8400 1799.82
8600 1799.82
8800 1799.82
9000 1799.82
9200 1799.82
9400 1799.82
9600 1799.82
9800 1799.82
10000 1799.82
10200 1799.82
10400 1799.82
10600 1799.82
10800 1799.82
11000 1799.82
11200 1799.82
11400 1799.82
11600 1799.82
11800 1799.82
12000 1799.82
12200 1799.82
12400 1799.82
12600 1799.82
12800 1799.82
13000 1799.82
13200 1799.82
13400 1799.82
13600 1799.82
13800 1799.82
14000 1799.82
14200 1799.82
14400 1799.82
14600 1799.82
14800 1799.82
15000 1799.82
15200 1799.82
15400 1799.82
15600 1799.82
15800 1799.82
16000 1799.82
16200 1799.82
16400 1799.82
16600 1799.82
16800 1799.82
17000 1799.82
17200 1799.82
17400 1799.82
17600 1799.82
17800 1799.82
18000 1799.82
18200 1799.82
18400 1799.82
18600 1799.82
18800 1799.82
19000 1799.82
19200 1799.82
19400 1799.82
19600 1799.82
19800 1799.82
20000 1799.82
