# Time-averaged data for fix myat6
# TimeStep v_pressure
0 -140.9
200 148.455
400 105.527
600 186.923
800 242.549
1000 227.252
1200 203.05
1400 207.054
1600 424.374
1800 232.504
2000 339.216
2200 54.5709
2400 285.218
2600 346.263
2800 235.961
3000 301.119
3200 372.349
3400 340.669
3600 312.218
3800 371.815
4000 203.138
4200 219.854
4400 128.556
4600 185.135
4800 166.785
5000 250.78
5200 282.555
5400 389.285
5600 288.74
5800 228.917
6000 212.811
6200 219.438
6400 244.195
6600 250.529
6800 350.07
7000 356.519
7200 251.33
7400 335.871
7600 221.601
7800 362.991
8000 340.568
8200 252.564
8400 306.904
8600 332.295
8800 124.571
9000 193.633
9200 116.895
9400 224.063
9600 382.287
9800 222.735
10000 255.147
10200 387.137
10400 123.483
10600 457.241
10800 181.807
11000 144.631
11200 292.382
11400 225.668
11600 336.316
11800 457.554
12000 414.75
12200 130.12
12400 311.689
12600 185.837
12800 156.098
13000 331.26
13200 153.447
13400 221.197
13600 290.769
13800 243.634
14000 367.549
14200 130.992
14400 271.883
14600 195.527
14800 501.899
15000 279.279
15200 273.221
15400 285.207
15600 370.738
15800 164.285
16000 306.751
16200 178.304
16400 374.682
16600 279.933
16800 274.003
17000 195.117
17200 188.144
17400 305.4
17600 245.11
17800 399.235
18000 300.783
18200 132.715
18400 171.527
18600 159.664
18800 273.704
19000 233.428
19200 315.185
19400 226.274
19600 288.259
19800 319.629
20000 308.332
