# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0301419
200 0.0301419
400 0.0301419
600 0.0301419
800 0.0301419
1000 0.0301419
1200 0.0301419
1400 0.0301419
1600 0.0301419
1800 0.0301419
2000 0.0301419
2200 0.0301419
2400 0.0301419
2600 0.0301419
2800 0.0301419
3000 0.0301419
3200 0.0301419
3400 0.0301419
3600 0.0301419
3800 0.0301419
4000 0.0301419
4200 0.0301419
4400 0.0301419
4600 0.0301419
4800 0.0301419
5000 0.0301419
5200 0.0301419
5400 0.0301419
5600 0.0301419
5800 0.0301419
6000 0.0301419
6200 0.0301419
6400 0.0301419
6600 0.0301419
6800 0.0301419
7000 0.0301419
7200 0.0301419
7400 0.0301419
7600 0.0301419
7800 0.0301419
8000 0.0301419
8200 0.0301419
8400 0.0301419
8600 0.0301419
8800 0.0301419
9000 0.0301419
9200 0.0301419
9400 0.0301419
9600 0.0301419
9800 0.0301419
10000 0.0301419
10200 0.0301419
10400 0.0301419
10600 0.0301419
10800 0.0301419
11000 0.0301419
11200 0.0301419
11400 0.0301419
11600 0.0301419
11800 0.0301419
12000 0.0301419
12200 0.0301419
12400 0.0301419
12600 0.0301419
12800 0.0301419
13000 0.0301419
13200 0.0301419
13400 0.0301419
13600 0.0301419
13800 0.0301419
14000 0.0301419
14200 0.0301419
14400 0.0301419
14600 0.0301419
14800 0.0301419
15000 0.0301419
15200 0.0301419
15400 0.0301419
15600 0.0301419
15800 0.0301419
16000 0.0301419
16200 0.0301419
16400 0.0301419
16600 0.0301419
16800 0.0301419
17000 0.0301419
17200 0.0301419
17400 0.0301419
17600 0.0301419
17800 0.0301419
18000 0.0301419
18200 0.0301419
18400 0.0301419
18600 0.0301419
18800 0.0301419
19000 0.0301419
19200 0.0301419
19400 0.0301419
19600 0.0301419
19800 0.0301419
20000 0.0301419
