# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.1433
400 14.9703
600 15.1505
800 14.3518
1000 13.7247
1200 14.1611
1400 15.1769
1600 13.2254
1800 14.608
2000 13.9281
2200 15.1612
2400 14.452
2600 14.5662
2800 14.6959
3000 14.9775
3200 13.3047
3400 14.2435
3600 14.4562
3800 14.5464
4000 15.8
4200 14.3324
4400 15.7144
4600 14.7507
4800 15.3336
5000 15.191
5200 14.3353
5400 14.0589
5600 14.8296
5800 15.6265
6000 14.8224
6200 15.0104
6400 14.4865
6600 15.0781
6800 13.8347
7000 14.1191
7200 14.3232
7400 14.0472
7600 14.3536
7800 14.7251
8000 14.7014
8200 14.8233
8400 14.451
8600 14.7018
8800 15.265
9000 15.1232
9200 15.8502
9400 15.0738
9600 14.3788
9800 14.5024
10000 15.5233
10200 13.6631
10400 16.1126
10600 13.4987
10800 15.7815
11000 15.725
11200 14.3752
11400 14.7549
11600 13.5578
11800 13.1673
12000 13.5539
12200 15.4118
12400 13.6148
12600 15.2034
12800 15.4472
13000 14.3598
13200 15.419
13400 15.3227
13600 15.0981
13800 14.9678
14000 14.4497
14200 15.7099
14400 14.8451
14600 15.2052
14800 13.6062
15000 14.9226
15200 14.9514
15400 14.3667
15600 14.2303
15800 15.2967
16000 14.4226
16200 14.3588
16400 13.443
16600 14.5943
16800 14.0716
17000 14.1939
17200 15.0294
17400 14.1808
17600 14.6441
17800 13.7396
18000 14.3734
18200 15.626
18400 15.8268
18600 15.7666
18800 14.5524
19000 15.6262
19200 14.8595
19400 15.1194
19600 14.3332
19800 15.0388
20000 15.3155
