# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 89.986
400 102.494
600 103.728
800 98.2598
1000 93.9663
1200 96.954
1400 103.909
1600 90.5482
1800 100.014
2000 95.3591
2200 103.801
2400 98.9461
2600 99.7279
2800 100.616
3000 102.544
3200 91.0905
3400 97.5187
3600 98.9749
3800 99.5925
4000 108.175
4200 98.1267
4400 107.589
4600 100.991
4800 104.982
5000 104.005
5200 98.1471
5400 96.2543
5600 101.531
5800 106.987
6000 101.482
6200 102.769
6400 99.1817
6600 103.232
6800 94.7197
7000 96.6665
7200 98.064
7400 96.1742
7600 98.2721
7800 100.816
8000 100.654
8200 101.488
8400 98.9388
8600 100.656
8800 104.512
9000 103.541
9200 108.519
9400 103.203
9600 98.4444
9800 99.2909
10000 106.281
10200 93.5444
10400 110.315
10600 92.419
10800 108.049
11000 107.662
11200 98.4202
11400 101.02
11600 92.8236
11800 90.1501
12000 92.7971
12200 105.517
12400 93.2137
12600 104.091
12800 105.759
13000 98.3145
13200 105.566
13400 104.907
13600 103.37
13800 102.477
14000 98.9301
14200 107.558
14400 101.637
14600 104.103
14800 93.1552
15000 102.168
15200 102.365
15400 98.3617
15600 97.4278
15800 104.729
16000 98.7448
16200 98.3077
16400 92.038
16600 99.9203
16800 96.3417
17000 97.1786
17200 102.899
17400 97.0893
17600 100.261
17800 94.0681
18000 98.4076
18200 106.983
18400 108.358
18600 107.946
18800 99.6331
19000 106.985
19200 101.736
19400 103.515
19600 98.1328
19800 102.964
20000 104.858
