# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -20.9122
200 -15.2017
400 -15.3977
600 -15.0963
800 -14.5896
1000 -14.3138
1200 -14.4464
1400 -15.4027
1600 -13.4132
1800 -14.984
2000 -13.9474
2200 -15.8789
2400 -14.798
2600 -14.6552
2800 -15.0329
3000 -15.6193
3200 -13.8943
3400 -14.5729
3600 -14.3473
3800 -14.8431
4000 -16.378
4200 -14.5167
4400 -15.5708
4600 -14.9728
4800 -15.1516
5000 -14.8928
5200 -14.5254
5400 -13.8308
5600 -14.8606
5800 -16.1455
6000 -15.3866
6200 -15.4412
6400 -14.4339
6600 -15.2059
6800 -14.0875
7000 -14.2413
7200 -14.3435
7400 -13.991
7600 -14.0767
7800 -14.1019
8000 -14.7559
8200 -14.8336
8400 -14.5164
8600 -14.9434
8800 -15.8058
9000 -15.4747
9200 -16.0969
9400 -15.6456
9600 -14.8835
9800 -14.754
10000 -15.0279
10200 -13.7701
10400 -16.1628
10600 -13.2956
10800 -15.9667
11000 -15.7268
11200 -14.8747
11400 -15.3857
11600 -14.0006
11800 -13.5085
12000 -13.7509
12200 -15.9606
12400 -14.2139
12600 -15.1265
12800 -15.7549
13000 -14.814
13200 -15.7396
13400 -15.4903
13600 -15.0835
13800 -14.7036
14000 -14.1821
14200 -15.6239
14400 -15.5151
14600 -15.3179
14800 -12.9308
15000 -14.7543
15200 -15.0231
15400 -14.7097
15600 -14.2787
15800 -15.1376
16000 -14.4081
16200 -14.9485
16400 -13.6975
16600 -14.6207
16800 -14.6384
17000 -14.7036
17200 -15.4342
17400 -14.464
17600 -14.5705
17800 -14.3386
18000 -14.7086
18200 -16.1357
18400 -16.3322
18600 -15.809
18800 -14.8351
19000 -15.1305
19200 -14.6344
19400 -14.9628
19600 -14.4111
19800 -15.0434
20000 -15.9529
