# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -6.21218
200 -2.05837
400 -0.427483
600 0.0541638
800 -0.237783
1000 -0.589094
1200 -0.285305
1400 -0.225874
1600 -0.187786
1800 -0.375961
2000 -0.0192729
2200 -0.717726
2400 -0.345974
2600 -0.0889494
2800 -0.336951
3000 -0.641721
3200 -0.589661
3400 -0.329352
3600 0.108904
3800 -0.29662
4000 -0.578002
4200 -0.184366
4400 0.143547
4600 -0.222078
4800 0.182036
5000 0.298168
5200 -0.190078
5400 0.228028
5600 -0.0310019
5800 -0.519001
6000 -0.564199
6200 -0.43076
6400 0.0525527
6600 -0.127833
6800 -0.252786
7000 -0.122251
7200 -0.0202634
7400 0.0561897
7600 0.276872
7800 0.623224
8000 -0.0544416
8200 -0.0102256
8400 -0.0653989
8600 -0.241586
8800 -0.54085
9000 -0.35155
9200 -0.246713
9400 -0.571795
9600 -0.504786
9800 -0.251582
10000 0.495471
10200 -0.107004
10400 -0.050228
10600 0.203127
10800 -0.185132
11000 -0.00173296
11200 -0.499432
11400 -0.630757
11600 -0.442859
11800 -0.341194
12000 -0.197038
12200 -0.548823
12400 -0.599126
12600 0.0769665
12800 -0.307712
13000 -0.454235
13200 -0.320651
13400 -0.167571
13600 0.0146694
13800 0.264203
14000 0.267603
14200 0.0859904
14400 -0.670034
14600 -0.112704
14800 0.675465
15000 0.168266
15200 -0.0717745
15400 -0.343032
15600 -0.0483825
15800 0.15911
16000 0.014551
16200 -0.589712
16400 -0.254436
16600 -0.0263557
16800 -0.566803
17000 -0.50972
17200 -0.40474
17400 -0.28314
17600 0.0736543
17800 -0.599088
18000 -0.335175
18200 -0.509765
18400 -0.505414
18600 -0.042411
18800 -0.28277
19000 0.495715
19200 0.22512
19400 0.156633
19600 -0.0778536
19800 -0.00454272
20000 -0.637352
