# Time-averaged data for fix myat9
# TimeStep v_density
0 0.000384393
200 0.000358593
400 0.000335707
600 0.00032184
800 0.000308328
1000 0.000298449
1200 0.000290573
1400 0.000285107
1600 0.000280393
1800 0.000277929
2000 0.000276387
2200 0.000274
2400 0.00027105
2600 0.00026998
2800 0.00027039
3000 0.00026979
3200 0.000268131
3400 0.000263906
3600 0.000266338
3800 0.000264449
4000 0.000265002
4200 0.000263795
4400 0.000262861
4600 0.000260564
4800 0.000259957
5000 0.000260048
5200 0.000259966
5400 0.000260004
5600 0.000259785
5800 0.000259547
6000 0.000260176
6200 0.000260646
6400 0.000258342
6600 0.000259806
6800 0.000259733
7000 0.000260454
7200 0.000260469
7400 0.00026152
7600 0.000261833
7800 0.000259033
8000 0.000258293
8200 0.000259246
8400 0.000257653
8600 0.000258609
8800 0.000260557
9000 0.000261869
9200 0.000263233
9400 0.000260411
9600 0.000260395
9800 0.000259128
10000 0.000261946
10200 0.000262491
10400 0.000263257
10600 0.00026431
10800 0.000263745
11000 0.000262966
11200 0.000262593
11400 0.000262876
11600 0.000261496
11800 0.00026161
12000 0.000258998
12200 0.000258694
12400 0.000257762
12600 0.000258442
12800 0.000258688
13000 0.000257071
13200 0.000257736
13400 0.000257591
13600 0.000259305
13800 0.00025745
14000 0.000259261
14200 0.000258761
14400 0.000258786
14600 0.000258287
14800 0.000256739
15000 0.000259644
15200 0.000259332
15400 0.000261217
15600 0.000260694
15800 0.000259634
16000 0.000260113
16200 0.00025894
16400 0.000256864
16600 0.000257278
16800 0.000255562
17000 0.000255258
17200 0.000258247
17400 0.00025763
17600 0.000257565
17800 0.000257547
18000 0.00025592
18200 0.000256755
18400 0.000256433
18600 0.000259054
18800 0.000257761
19000 0.000258112
19200 0.000257662
19400 0.000256574
19600 0.000258057
19800 0.000257858
20000 0.000258632
