# Time-averaged data for fix myat9
# TimeStep v_density
0 0.00430477
200 0.00430477
400 0.00430477
600 0.00430477
800 0.00430477
1000 0.00430477
1200 0.00430477
1400 0.00430477
1600 0.00430477
1800 0.00430477
2000 0.00430477
2200 0.00430477
2400 0.00430477
2600 0.00430477
2800 0.00430477
3000 0.00430477
3200 0.00430477
3400 0.00430477
3600 0.00430477
3800 0.00430477
4000 0.00430477
4200 0.00430477
4400 0.00430477
4600 0.00430477
4800 0.00430477
5000 0.00430477
5200 0.00430477
5400 0.00430477
5600 0.00430477
5800 0.00430477
6000 0.00430477
6200 0.00430477
6400 0.00430477
6600 0.00430477
6800 0.00430477
7000 0.00430477
7200 0.00430477
7400 0.00430477
7600 0.00430477
7800 0.00430477
8000 0.00430477
8200 0.00430477
8400 0.00430477
8600 0.00430477
8800 0.00430477
9000 0.00430477
9200 0.00430477
9400 0.00430477
9600 0.00430477
9800 0.00430477
10000 0.00430477
10200 0.00430477
10400 0.00430477
10600 0.00430477
10800 0.00430477
11000 0.00430477
11200 0.00430477
11400 0.00430477
11600 0.00430477
11800 0.00430477
12000 0.00430477
12200 0.00430477
12400 0.00430477
12600 0.00430477
12800 0.00430477
13000 0.00430477
13200 0.00430477
13400 0.00430477
13600 0.00430477
13800 0.00430477
14000 0.00430477
14200 0.00430477
14400 0.00430477
14600 0.00430477
14800 0.00430477
15000 0.00430477
15200 0.00430477
15400 0.00430477
15600 0.00430477
15800 0.00430477
16000 0.00430477
16200 0.00430477
16400 0.00430477
16600 0.00430477
16800 0.00430477
17000 0.00430477
17200 0.00430477
17400 0.00430477
17600 0.00430477
17800 0.00430477
18000 0.00430477
18200 0.00430477
18400 0.00430477
18600 0.00430477
18800 0.00430477
19000 0.00430477
19200 0.00430477
19400 0.00430477
19600 0.00430477
19800 0.00430477
20000 0.00430477
