# Time-averaged data for fix myat3
# TimeStep v_Etot
0 9.7509
200 11.6018
400 12.0288
600 12.0356
800 11.9087
1000 11.9208
1200 12.1086
1400 12.0534
1600 12.3845
1800 12.3802
2000 12.5375
2200 12.4243
2400 12.4823
2600 12.4134
2800 12.6445
3000 12.567
3200 12.4226
3400 12.1544
3600 12.3744
3800 12.5851
4000 12.3065
4200 11.9952
4400 12.2639
4600 11.9995
4800 12.0106
5000 12.0721
5200 11.7911
5400 12.2731
5600 12.5188
5800 12.5033
6000 12.4263
6200 12.6486
6400 12.7393
6600 12.6009
6800 12.5417
7000 12.4908
7200 12.3324
7400 12.2276
7600 12.5991
7800 12.7576
8000 12.9534
8200 12.8156
8400 12.8498
8600 12.6666
8800 12.7991
9000 12.7361
9200 12.8225
9400 12.7359
9600 12.54
9800 12.5474
10000 12.7557
10200 12.8379
10400 13.1445
10600 12.8989
10800 12.4541
11000 12.657
11200 12.7995
11400 12.702
11600 12.5736
11800 12.7062
12000 12.4584
12200 12.1869
12400 12.297
12600 12.237
12800 12.464
13000 12.5866
13200 12.4752
13400 12.7012
13600 13.0537
13800 12.9313
14000 12.8966
14200 12.8425
14400 12.7818
14600 12.8628
14800 12.8227
15000 12.7568
15200 12.9716
15400 12.8111
15600 12.4131
15800 12.2671
16000 12.2363
16200 12.2647
16400 12.7625
16600 12.5469
16800 12.4011
17000 12.5383
17200 12.5913
17400 12.6714
17600 12.6727
17800 12.8222
18000 12.6063
18200 12.7238
18400 12.3878
18600 12.6493
18800 12.7251
19000 12.6959
19200 12.7644
19400 12.9612
19600 12.7468
19800 12.3671
20000 12.4127
