# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 14.1066
400 14.4977
600 15.0012
800 14.4457
1000 14.6586
1200 14.9326
1400 14.5495
1600 14.695
1800 14.3658
2000 14.908
2200 14.9042
2400 14.6271
2600 15.0964
2800 14.4581
3000 14.8979
3200 14.7335
3400 14.7588
3600 13.87
3800 15.0839
4000 14.6253
4200 14.5937
4400 14.7611
4600 15.0808
4800 14.7013
5000 14.8394
5200 14.2932
5400 13.9827
5600 14.7692
5800 14.3521
6000 14.7566
6200 14.5587
6400 15.0578
6600 14.6083
6800 14.7997
7000 14.6517
7200 15.0924
7400 14.3774
7600 14.8187
7800 13.9854
8000 14.866
8200 14.6994
8400 15.0476
8600 15.0067
8800 14.5921
9000 14.8201
9200 14.7548
9400 14.8
9600 14.7821
9800 14.8739
10000 14.3432
10200 14.7569
10400 14.6058
10600 15.1006
10800 14.8654
11000 13.9135
11200 14.6033
11400 14.911
11600 14.4923
11800 15.0803
12000 14.8675
12200 14.8567
12400 14.0192
12600 14.7051
12800 14.6017
13000 14.8729
13200 14.9714
13400 14.3074
13600 14.7916
13800 14.982
14000 14.9751
14200 14.9894
14400 14.4195
14600 14.649
14800 15.0576
15000 14.7346
15200 14.9238
15400 15.0445
15600 14.8442
15800 14.9376
16000 14.1209
16200 14.5366
16400 14.7851
16600 14.7735
16800 14.5545
17000 14.6922
17200 14.3812
17400 14.7126
17600 14.671
17800 14.9675
18000 14.9066
18200 14.5456
18400 14.8085
18600 14.7805
18800 14.3733
19000 14.7263
19200 14.7567
19400 14.6276
19600 14.9882
19800 14.7393
20000 14.8169
