# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 96.5809
400 99.2587
600 102.706
800 98.9028
1000 100.36
1200 102.236
1400 99.6135
1600 100.61
1800 98.3559
2000 102.068
2200 102.042
2400 100.145
2600 103.357
2800 98.9874
3000 101.999
3200 100.873
3400 101.046
3600 94.9614
3800 103.272
4000 100.132
4200 99.9162
4400 101.062
4600 103.251
4800 100.653
5000 101.598
5200 97.8584
5400 95.7325
5600 101.117
5800 98.2618
6000 101.031
6200 99.6762
6400 103.094
6600 100.016
6800 101.326
7000 100.313
7200 103.331
7400 98.4354
7600 101.456
7800 95.7515
8000 101.78
8200 100.64
8400 103.024
8600 102.744
8800 99.9047
9000 101.466
9200 101.019
9400 101.328
9600 101.206
9800 101.835
10000 98.2007
10200 101.033
10400 99.9986
10600 103.387
10800 101.776
11000 95.2592
11200 99.9819
11400 102.089
11600 99.2216
11800 103.248
12000 101.791
12200 101.717
12400 95.9824
12600 100.679
12800 99.9708
13000 101.828
13200 102.502
13400 97.9556
13600 101.271
13800 102.574
14000 102.527
14200 102.625
14400 98.7236
14600 100.295
14800 103.092
15000 100.88
15200 102.176
15400 103.002
15600 101.631
15800 102.271
16000 96.6788
16200 99.5252
16400 101.227
16600 101.147
16800 99.6476
17000 100.59
17200 98.4613
17400 100.73
17600 100.445
17800 102.475
18000 102.058
18200 99.5865
18400 101.386
18600 101.195
18800 98.4069
19000 100.824
19200 101.032
19400 100.148
19600 102.617
19800 100.913
20000 101.444
