# Time-averaged data for fix myat8
# TimeStep v_volume
0 19287.6
200 19287.6
400 19287.6
600 19287.6
800 19287.6
1000 19287.6
1200 19287.6
1400 19287.6
1600 19287.6
1800 19287.6
2000 19287.6
2200 19287.6
2400 19287.6
2600 19287.6
2800 19287.6
3000 19287.6
3200 19287.6
3400 19287.6
3600 19287.6
3800 19287.6
4000 19287.6
4200 19287.6
4400 19287.6
4600 19287.6
4800 19287.6
5000 19287.6
5200 19287.6
5400 19287.6
5600 19287.6
5800 19287.6
6000 19287.6
6200 19287.6
6400 19287.6
6600 19287.6
6800 19287.6
7000 19287.6
7200 19287.6
7400 19287.6
7600 19287.6
7800 19287.6
8000 19287.6
8200 19287.6
8400 19287.6
8600 19287.6
8800 19287.6
9000 19287.6
9200 19287.6
9400 19287.6
9600 19287.6
9800 19287.6
10000 19287.6
10200 19287.6
10400 19287.6
10600 19287.6
10800 19287.6
11000 19287.6
11200 19287.6
11400 19287.6
11600 19287.6
11800 19287.6
12000 19287.6
12200 19287.6
12400 19287.6
12600 19287.6
12800 19287.6
13000 19287.6
13200 19287.6
13400 19287.6
13600 19287.6
13800 19287.6
14000 19287.6
14200 19287.6
14400 19287.6
14600 19287.6
14800 19287.6
15000 19287.6
15200 19287.6
15400 19287.6
15600 19287.6
15800 19287.6
16000 19287.6
16200 19287.6
16400 19287.6
16600 19287.6
16800 19287.6
17000 19287.6
17200 19287.6
17400 19287.6
17600 19287.6
17800 19287.6
18000 19287.6
18200 19287.6
18400 19287.6
18600 19287.6
18800 19287.6
19000 19287.6
19200 19287.6
19400 19287.6
19600 19287.6
19800 19287.6
20000 19287.6
