# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -9.27545
200 -6.28017
400 -5.55844
600 -4.27814
800 -5.16181
1000 -4.57864
1200 -4.82306
1400 -4.35639
1600 -4.02052
1800 -4.18667
2000 -3.83565
2200 -4.36418
2400 -3.63151
2600 -3.74359
2800 -4.39782
3000 -4.26532
3200 -4.5253
3400 -4.09412
3600 -3.72362
3800 -3.91114
4000 -3.82861
4200 -3.41313
4400 -4.27183
4600 -4.08609
4800 -4.73751
5000 -5.029
5200 -4.97565
5400 -5.07686
5600 -4.12011
5800 -4.02958
6000 -3.7884
6200 -4.42914
6400 -4.02612
6600 -4.79895
6800 -4.47498
7000 -4.65092
7200 -4.11827
7400 -4.59229
7600 -4.20559
7800 -4.52416
8000 -4.60176
8200 -3.9835
8400 -4.7172
8600 -4.03809
8800 -3.92598
9000 -3.944
9200 -4.05564
9400 -4.10677
9600 -4.2223
9800 -3.88132
10000 -4.27104
10200 -3.51475
10400 -4.29674
10600 -3.27841
10800 -3.8722
11000 -4.3159
11200 -4.56399
11400 -3.99388
11600 -3.87554
11800 -4.61323
12000 -3.19246
12200 -4.33824
12400 -3.73469
12600 -3.62046
12800 -4.09533
13000 -4.17539
13200 -3.37088
13400 -4.074
13600 -4.20982
13800 -3.61099
14000 -3.9856
14200 -3.1567
14400 -2.93473
14600 -3.6492
14800 -3.65262
15000 -3.80094
15200 -4.07324
15400 -3.92954
15600 -4.60055
15800 -4.63624
16000 -4.49364
16200 -4.16257
16400 -4.49158
16600 -4.75027
16800 -4.43503
17000 -4.54922
17200 -3.8447
17400 -4.27756
17600 -4.12954
17800 -4.00962
18000 -3.54868
18200 -3.94532
18400 -3.4034
18600 -2.83594
18800 -3.70798
19000 -3.8273
19200 -3.85423
19400 -3.28894
19600 -4.38842
19800 -4.61043
20000 -3.55647
