# Time-averaged data for fix myat3
# TimeStep v_Etot
0 5.42457
200 7.83081
400 8.5895
600 10.0404
800 10.1088
1000 9.63379
1200 9.8244
1400 10.2608
1600 10.8316
1800 10.7743
2000 10.8528
2200 10.6903
2400 10.9794
2600 11.1936
2800 11.0048
3000 10.6301
3200 10.5665
3400 10.5079
3600 10.5483
3800 10.7756
4000 10.8517
4200 11.1935
4400 11.179
4600 10.8773
4800 10.5043
5000 10.1677
5200 9.7896
5400 9.60479
5600 10.1771
5800 10.5683
6000 11.1322
6200 10.6742
6400 10.6427
6600 10.1973
6800 10.2349
7000 9.98372
7200 10.1747
7400 10.3858
7600 10.352
7800 10.3178
8000 10.1286
8200 10.5682
8400 10.3436
8600 10.699
8800 10.333
9000 10.4946
9200 10.5717
9400 10.532
9600 10.4893
9800 10.5997
10000 10.6306
10200 10.9701
10400 10.7751
10600 11.0558
10800 10.7597
11000 10.7797
11200 10.601
11400 10.769
11600 10.6892
11800 10.4356
12000 10.7998
12200 10.8266
12400 10.9447
12600 11.2517
12800 10.868
13000 10.7715
13200 10.7283
13400 10.4495
13600 10.6839
13800 10.9943
14000 11.0028
14200 10.9754
14400 11.3219
14600 11.0939
14800 11.1714
15000 10.842
15200 10.8054
15400 10.8803
15600 10.5763
15800 10.3472
16000 10.1231
16200 10.3681
16400 10.6431
16600 10.0564
16800 10.3686
17000 10.4921
17200 10.6114
17400 10.489
17600 10.6036
17800 10.5046
18000 10.6823
18200 10.8535
18400 11.1894
18600 11.2108
18800 11.2361
19000 11.1937
19200 11.0661
19400 11.2507
19600 10.7933
19800 10.4877
20000 10.6998
