# Time-averaged data for fix myat6
# TimeStep v_pressure
0 1299.84
200 1167.64
400 862.228
600 1483.73
800 1215.38
1000 1204.22
1200 1214.93
1400 1290.67
1600 1138.78
1800 1007.8
2000 1364.85
2200 1090.11
2400 1217.69
2600 1298.17
2800 913.532
3000 1456.38
3200 1351.91
3400 1233.02
3600 1505.17
3800 1359.49
4000 1167.06
4200 1089.36
4400 1193.06
4600 1395.83
4800 1158.18
5000 1176.46
5200 1425.16
5400 1035.39
5600 1137.65
5800 1242.2
6000 1163.06
6200 1573.03
6400 1520.77
6600 1411.89
6800 991.563
7000 1172.15
7200 949.458
7400 946.655
7600 968.429
7800 1344.54
8000 926.375
8200 1159.6
8400 1260.92
8600 1098.93
8800 913.729
9000 1336.47
9200 1181.12
9400 1174.44
9600 1169.05
9800 1028.28
10000 997.908
10200 1572.71
10400 1019.14
10600 1161.03
10800 1471.62
11000 1186.89
11200 1373.76
11400 1504.32
11600 1150.76
11800 975.842
12000 948.142
12200 1297.26
12400 872.171
12600 1103.93
12800 894.837
13000 1182.1
13200 1123.15
13400 995.077
13600 830.066
13800 1326.05
14000 1318.96
14200 944.021
14400 1106.81
14600 1240.52
14800 1167.44
15000 1259.81
15200 1249.75
15400 1280.27
15600 1131.58
15800 1204.33
16000 1149.91
16200 1375.7
16400 1085.06
16600 876.764
16800 1436.5
17000 1268.48
17200 915.483
17400 1070.3
17600 912.993
17800 1009.72
18000 1189.52
18200 699.418
18400 1480.36
18600 1112.73
18800 935.376
19000 1183.49
19200 1433.22
19400 882.458
19600 1209.72
19800 1177.97
20000 1092.02
