# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -8.65799
200 -7.37539
400 -8.26975
600 -7.86445
800 -7.76032
1000 -7.59118
1200 -7.60152
1400 -7.39267
1600 -7.69213
1800 -8.32658
2000 -7.6868
2200 -7.63244
2400 -8.14399
2600 -8.04761
2800 -8.04767
3000 -7.06711
3200 -7.52736
3400 -7.56922
3600 -7.58292
3800 -7.07567
4000 -7.27059
4200 -7.37919
4400 -8.26659
4600 -8.43739
4800 -7.5379
5000 -7.45335
5200 -6.81494
5400 -7.27584
5600 -8.00201
5800 -7.29431
6000 -7.03482
6200 -7.48694
6400 -7.02487
6600 -7.46318
6800 -7.53739
7000 -8.03293
7200 -7.89553
7400 -8.18233
7600 -7.92857
7800 -7.23713
8000 -7.97509
8200 -7.96621
8400 -7.84471
8600 -7.63397
8800 -8.23058
9000 -7.20888
9200 -8.36415
9400 -7.49045
9600 -7.8494
9800 -8.07303
10000 -8.52498
10200 -7.40955
10400 -7.62465
10600 -7.39071
10800 -7.19004
11000 -7.58591
11200 -7.50455
11400 -6.92178
11600 -7.74674
11800 -8.10725
12000 -7.06703
12200 -7.49897
12400 -8.26273
12600 -7.83023
12800 -7.44345
13000 -8.20523
13200 -8.16706
13400 -8.06313
13600 -7.88274
13800 -7.7699
14000 -7.52163
14200 -8.00793
14400 -8.46943
14600 -7.93423
14800 -7.60413
15000 -7.42718
15200 -7.94111
15400 -7.9155
15600 -7.50532
15800 -7.48654
16000 -8.10967
16200 -7.09738
16400 -7.20342
16600 -7.99603
16800 -7.80231
17000 -7.49341
17200 -7.50853
17400 -7.95176
17600 -7.2956
17800 -8.39304
18000 -7.73444
18200 -8.17764
18400 -7.72158
18600 -7.93175
18800 -7.67079
19000 -7.50141
19200 -7.40003
19400 -7.71014
19600 -8.02763
19800 -7.76914
20000 -7.98454
