# Time-averaged data for fix myat8
# TimeStep v_volume
0 1753.18
200 1753.18
400 1753.18
600 1753.18
800 1753.18
1000 1753.18
1200 1753.18
1400 1753.18
1600 1753.18
1800 1753.18
2000 1753.18
2200 1753.18
2400 1753.18
2600 1753.18
2800 1753.18
3000 1753.18
3200 1753.18
3400 1753.18
3600 1753.18
3800 1753.18
4000 1753.18
4200 1753.18
4400 1753.18
4600 1753.18
4800 1753.18
5000 1753.18
5200 1753.18
5400 1753.18
5600 1753.18
5800 1753.18
6000 1753.18
6200 1753.18
6400 1753.18
6600 1753.18
6800 1753.18
7000 1753.18
7200 1753.18
7400 1753.18
7600 1753.18
7800 1753.18
8000 1753.18
8200 1753.18
8400 1753.18
8600 1753.18
8800 1753.18
9000 1753.18
9200 1753.18
9400 1753.18
9600 1753.18
9800 1753.18
10000 1753.18
10200 1753.18
10400 1753.18
10600 1753.18
10800 1753.18
11000 1753.18
11200 1753.18
11400 1753.18
11600 1753.18
11800 1753.18
12000 1753.18
12200 1753.18
12400 1753.18
12600 1753.18
12800 1753.18
13000 1753.18
13200 1753.18
13400 1753.18
13600 1753.18
13800 1753.18
14000 1753.18
14200 1753.18
14400 1753.18
14600 1753.18
14800 1753.18
15000 1753.18
15200 1753.18
15400 1753.18
15600 1753.18
15800 1753.18
16000 1753.18
16200 1753.18
16400 1753.18
16600 1753.18
16800 1753.18
17000 1753.18
17200 1753.18
17400 1753.18
17600 1753.18
17800 1753.18
18000 1753.18
18200 1753.18
18400 1753.18
18600 1753.18
18800 1753.18
19000 1753.18
19200 1753.18
19400 1753.18
19600 1753.18
19800 1753.18
20000 1753.18
