# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 102.073
400 106.173
600 87.3149
800 94.2753
1000 102.394
1200 97.0261
1400 100.251
1600 104.974
1800 102.864
2000 93.3507
2200 102.713
2400 96.1187
2600 94.9786
2800 106.498
3000 95.46
3200 98.3735
3400 95.9206
3600 89.8316
3800 103.929
4000 105.596
4200 105.748
4400 92.9369
4600 92.1978
4800 99.0655
5000 102.726
5200 100.064
5400 109.062
5600 98.4312
5800 100.618
6000 106.63
6200 87.7955
6400 91.5764
6600 94.4395
6800 110.64
7000 94.9764
7200 108.096
7400 104.898
7600 106.17
7800 101.376
8000 107.672
8200 97.9353
8400 96.5591
8600 103.185
8800 106.095
9000 98.2208
9200 93.1025
9400 103.284
9600 103.97
9800 103.123
10000 99.8319
10200 90.4966
10400 106.156
10600 101.94
10800 93.3649
11000 96.1111
11200 93.2015
11400 90.6922
11600 102.953
11800 104.165
12000 110.498
12200 98.7844
12400 102.909
12600 103.144
12800 109.173
13000 100.165
13200 101.27
13400 102.206
13600 110.802
13800 93.2387
14000 97.9334
14200 104.923
14400 93.603
14600 98.0214
14800 100.915
15000 98.7737
15200 92.9082
15400 94.2548
15600 103.275
15800 102.232
16000 100.303
16200 98.4123
16400 104.686
16600 111.095
16800 90.9271
17000 95.8924
17200 110.048
17400 104.636
17600 114.787
17800 101.307
18000 96.0229
18200 113.097
18400 90.6625
18600 98.0644
18800 108.3
19000 100.273
19200 95.6576
19400 107.545
19600 97.3749
19800 98.1863
20000 102.318
