# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -23.358
200 -22.2841
400 -23.7774
600 -20.6176
800 -21.5301
1000 -22.5467
1200 -21.7731
1400 -22.0353
1600 -23.0245
1800 -23.3509
2000 -21.3216
2200 -22.6346
2400 -22.1831
2600 -21.9201
2800 -23.6027
3000 -21.01
3200 -21.8958
3400 -21.5794
3600 -20.7037
3800 -22.2555
4000 -22.694
4200 -22.8247
4400 -21.8409
4600 -21.9038
4800 -22.0074
5000 -22.4575
5200 -21.4303
5400 -23.2054
5600 -22.3788
5800 -21.9906
6000 -22.6091
6200 -20.3103
6400 -20.4005
6600 -21.257
6800 -23.6974
7000 -21.9051
7200 -23.6841
7400 -23.5036
7600 -23.4357
7800 -22.044
8000 -23.7016
8200 -22.2706
8400 -21.9481
8600 -22.7051
8800 -23.7267
9000 -21.555
9200 -21.9627
9400 -22.5761
9600 -23.0352
9800 -23.1352
10000 -23.1064
10200 -20.6275
10400 -23.1298
10600 -22.2801
10800 -20.8269
11000 -21.6239
11200 -21.1175
11400 -20.1683
11600 -22.7841
11800 -23.3216
12000 -23.2064
12200 -21.9274
12400 -23.2935
12600 -22.8954
12800 -23.3893
13000 -22.8354
13200 -22.9586
13400 -22.9914
13600 -24.0664
13800 -21.3883
14000 -21.8258
14200 -23.3329
14400 -22.1411
14600 -22.2512
14800 -22.3437
15000 -21.854
15200 -21.5113
15400 -21.6823
15600 -22.5896
15800 -22.4185
16000 -22.7599
16200 -21.4714
16400 -22.4939
16600 -24.2225
16800 -21.0831
17000 -21.4994
17200 -23.5821
17400 -23.2349
17600 -24.0613
17800 -23.1899
18000 -21.7595
18200 -24.6965
18400 -20.9637
18600 -22.255
18800 -23.4891
19000 -22.1473
19200 -21.3717
19400 -23.4182
19600 -22.2502
19800 -22.1102
20000 -22.9291
