# Time-averaged data for fix myat9
# TimeStep v_density
0 0.00553534
200 0.00553534
400 0.00553534
600 0.00553534
800 0.00553534
1000 0.00553534
1200 0.00553534
1400 0.00553534
1600 0.00553534
1800 0.00553534
2000 0.00553534
2200 0.00553534
2400 0.00553534
2600 0.00553534
2800 0.00553534
3000 0.00553534
3200 0.00553534
3400 0.00553534
3600 0.00553534
3800 0.00553534
4000 0.00553534
4200 0.00553534
4400 0.00553534
4600 0.00553534
4800 0.00553534
5000 0.00553534
5200 0.00553534
5400 0.00553534
5600 0.00553534
5800 0.00553534
6000 0.00553534
6200 0.00553534
6400 0.00553534
6600 0.00553534
6800 0.00553534
7000 0.00553534
7200 0.00553534
7400 0.00553534
7600 0.00553534
7800 0.00553534
8000 0.00553534
8200 0.00553534
8400 0.00553534
8600 0.00553534
8800 0.00553534
9000 0.00553534
9200 0.00553534
9400 0.00553534
9600 0.00553534
9800 0.00553534
10000 0.00553534
10200 0.00553534
10400 0.00553534
10600 0.00553534
10800 0.00553534
11000 0.00553534
11200 0.00553534
11400 0.00553534
11600 0.00553534
11800 0.00553534
12000 0.00553534
12200 0.00553534
12400 0.00553534
12600 0.00553534
12800 0.00553534
13000 0.00553534
13200 0.00553534
13400 0.00553534
13600 0.00553534
13800 0.00553534
14000 0.00553534
14200 0.00553534
14400 0.00553534
14600 0.00553534
14800 0.00553534
15000 0.00553534
15200 0.00553534
15400 0.00553534
15600 0.00553534
15800 0.00553534
16000 0.00553534
16200 0.00553534
16400 0.00553534
16600 0.00553534
16800 0.00553534
17000 0.00553534
17200 0.00553534
17400 0.00553534
17600 0.00553534
17800 0.00553534
18000 0.00553534
18200 0.00553534
18400 0.00553534
18600 0.00553534
18800 0.00553534
19000 0.00553534
19200 0.00553534
19400 0.00553534
19600 0.00553534
19800 0.00553534
20000 0.00553534
