# Time-averaged data for fix myat8
# TimeStep v_volume
0 14999.8
200 14999.8
400 14999.8
600 14999.8
800 14999.8
1000 14999.8
1200 14999.8
1400 14999.8
1600 14999.8
1800 14999.8
2000 14999.8
2200 14999.8
2400 14999.8
2600 14999.8
2800 14999.8
3000 14999.8
3200 14999.8
3400 14999.8
3600 14999.8
3800 14999.8
4000 14999.8
4200 14999.8
4400 14999.8
4600 14999.8
4800 14999.8
5000 14999.8
5200 14999.8
5400 14999.8
5600 14999.8
5800 14999.8
6000 14999.8
6200 14999.8
6400 14999.8
6600 14999.8
6800 14999.8
7000 14999.8
7200 14999.8
7400 14999.8
7600 14999.8
7800 14999.8
8000 14999.8
8200 14999.8
8400 14999.8
8600 14999.8
8800 14999.8
9000 14999.8
9200 14999.8
9400 14999.8
9600 14999.8
9800 14999.8
10000 14999.8
10200 14999.8
10400 14999.8
10600 14999.8
10800 14999.8
11000 14999.8
11200 14999.8
11400 14999.8
11600 14999.8
11800 14999.8
12000 14999.8
12200 14999.8
12400 14999.8
12600 14999.8
12800 14999.8
13000 14999.8
13200 14999.8
13400 14999.8
13600 14999.8
13800 14999.8
14000 14999.8
14200 14999.8
14400 14999.8
14600 14999.8
14800 14999.8
15000 14999.8
15200 14999.8
15400 14999.8
15600 14999.8
15800 14999.8
16000 14999.8
16200 14999.8
16400 14999.8
16600 14999.8
16800 14999.8
17000 14999.8
17200 14999.8
17400 14999.8
17600 14999.8
17800 14999.8
18000 14999.8
18200 14999.8
18400 14999.8
18600 14999.8
18800 14999.8
19000 14999.8
19200 14999.8
19400 14999.8
19600 14999.8
19800 14999.8
20000 14999.8
