# Time-averaged data for fix myat6
# TimeStep v_pressure
0 37.8687
200 48.9865
400 33.2789
600 37.975
800 28.5697
1000 43.0606
1200 50.3614
1400 37.0622
1600 37.7471
1800 35.6364
2000 44.0405
2200 37.3969
2400 33.4996
2600 41.1632
2800 67.5204
3000 40.0377
3200 32.8548
3400 44.8461
3600 45.9452
3800 62.8012
4000 49.0925
4200 48.0778
4400 49.5619
4600 48.6482
4800 34.4085
5000 34.4614
5200 38.2933
5400 39.6544
5600 56.7106
5800 43.5569
6000 54.2424
6200 33.716
6400 41.3646
6600 39.4244
6800 52.6504
7000 37.4022
7200 46.2002
7400 60.5135
7600 41.2006
7800 44.7194
8000 34.4598
8200 40.164
8400 45.9438
8600 50.3361
8800 45.704
9000 46.948
9200 45.3988
9400 46.1869
9600 62.0808
9800 48.5688
10000 39.0157
10200 52.8273
10400 32.1926
10600 40.0523
10800 32.7435
11000 51.3318
11200 40.739
11400 56.336
11600 41.7828
11800 34.5448
12000 37.451
12200 29.914
12400 38.6225
12600 37.6098
12800 46.842
13000 35.154
13200 39.2768
13400 35.2863
13600 50.0051
13800 30.6105
14000 37.845
14200 41.5882
14400 58.3259
14600 67.2071
14800 41.6749
15000 36.6966
15200 39.396
15400 31.4676
15600 36.1726
15800 51.7885
16000 46.6701
16200 36.4776
16400 29.5476
16600 36.0347
16800 37.9117
17000 35.2218
17200 39.9846
17400 37.4949
17600 42.3896
17800 39.6622
18000 34.5518
18200 33.3012
18400 43.2542
18600 47.8922
18800 40.1977
19000 35.9221
19200 43.6976
19400 34.6104
19600 54.8516
19800 40.0301
20000 31.8727
