# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.4846
400 14.5886
600 14.7962
800 14.6924
1000 14.6533
1200 13.9112
1400 14.811
1600 14.9532
1800 14.4371
2000 14.9704
2200 14.6831
2400 15.1434
2600 14.8424
2800 13.6676
3000 14.951
3200 14.9918
3400 14.787
3600 14.109
3800 13.9939
4000 14.8762
4200 14.5226
4400 14.1777
4600 14.1118
4800 15.0445
5000 15.0362
5200 14.6595
5400 15.0015
5600 14.1662
5800 14.5361
6000 14.1174
6200 15.1974
6400 14.5221
6600 14.8682
6800 14.8818
7000 14.6167
7200 14.6845
7400 14.2931
7600 14.6804
7800 14.4844
8000 15.1949
8200 14.831
8400 14.7759
8600 14.6279
8800 14.5993
9000 14.6173
9200 14.6903
9400 14.5851
9600 14.4374
9800 14.2863
10000 14.494
10200 14.2282
10400 15.0296
10600 14.9882
10800 14.8428
11000 13.805
11200 14.8378
11400 14.6261
11600 15.3077
11800 15.2377
12000 14.5726
12200 14.7354
12400 14.6329
12600 14.6806
12800 14.8586
13000 14.7214
13200 14.5877
13400 14.9327
13600 14.3634
13800 14.6722
14000 15.0647
14200 14.8863
14400 14.538
14600 13.4047
14800 14.9387
15000 14.6346
15200 14.8597
15400 15.0408
15600 14.8512
15800 14.5807
16000 14.5606
16200 14.667
16400 14.851
16600 14.9538
16800 14.7774
17000 15.0855
17200 14.8742
17400 14.7488
17600 14.8503
17800 14.2292
18000 14.8732
18200 14.6912
18400 14.5581
18600 14.5861
18800 14.5817
19000 14.8984
19200 14.9904
19400 14.6257
19600 14.4567
19800 14.7566
20000 14.8455
