# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 92.3223
400 99.8814
600 101.302
800 100.592
1000 100.324
1200 95.243
1400 101.403
1600 102.377
1800 98.8435
2000 102.495
2200 100.528
2400 103.679
2600 101.619
2800 93.5753
3000 102.363
3200 102.641
3400 101.239
3600 96.5976
3800 95.8094
4000 101.85
4200 99.4295
4400 97.068
4600 96.6166
4800 103.002
5000 102.946
5200 100.366
5400 102.708
5600 96.9891
5800 99.5214
6000 96.655
6200 104.049
6400 99.4256
6600 101.796
6800 101.889
7000 100.074
7200 100.538
7400 97.8577
7600 100.51
7800 99.1679
8000 104.032
8200 101.541
8400 101.164
8600 100.15
8800 99.9544
9000 100.077
9200 100.577
9400 99.8574
9600 98.8459
9800 97.8112
10000 99.2337
10200 97.4138
10400 102.901
10600 102.617
10800 101.621
11000 94.5161
11200 101.587
11400 100.138
11600 104.805
11800 104.325
12000 99.7714
12200 100.886
12400 100.185
12600 100.511
12800 101.73
13000 100.79
13200 99.8747
13400 102.237
13600 98.3394
13800 100.454
14000 103.141
14200 101.919
14400 99.5349
14600 91.7756
14800 102.278
15000 100.196
15200 101.737
15400 102.977
15600 101.679
15800 99.8269
16000 99.6895
16200 100.418
16400 101.678
16600 102.381
16800 101.174
17000 103.283
17200 101.836
17400 100.978
17600 101.673
17800 97.4207
18000 101.829
18200 100.583
18400 99.6726
18600 99.8636
18800 99.8335
19000 102.002
19200 102.632
19400 100.135
19600 98.9782
19800 101.031
20000 101.64
