# Time-averaged data for fix myat8
# TimeStep v_volume
0 1552.03
200 1552.03
400 1552.03
600 1552.03
800 1552.03
1000 1552.03
1200 1552.03
1400 1552.03
1600 1552.03
1800 1552.03
2000 1552.03
2200 1552.03
2400 1552.03
2600 1552.03
2800 1552.03
3000 1552.03
3200 1552.03
3400 1552.03
3600 1552.03
3800 1552.03
4000 1552.03
4200 1552.03
4400 1552.03
4600 1552.03
4800 1552.03
5000 1552.03
5200 1552.03
5400 1552.03
5600 1552.03
5800 1552.03
6000 1552.03
6200 1552.03
6400 1552.03
6600 1552.03
6800 1552.03
7000 1552.03
7200 1552.03
7400 1552.03
7600 1552.03
7800 1552.03
8000 1552.03
8200 1552.03
8400 1552.03
8600 1552.03
8800 1552.03
9000 1552.03
9200 1552.03
9400 1552.03
9600 1552.03
9800 1552.03
10000 1552.03
10200 1552.03
10400 1552.03
10600 1552.03
10800 1552.03
11000 1552.03
11200 1552.03
11400 1552.03
11600 1552.03
11800 1552.03
12000 1552.03
12200 1552.03
12400 1552.03
12600 1552.03
12800 1552.03
13000 1552.03
13200 1552.03
13400 1552.03
13600 1552.03
13800 1552.03
14000 1552.03
14200 1552.03
14400 1552.03
14600 1552.03
14800 1552.03
15000 1552.03
15200 1552.03
15400 1552.03
15600 1552.03
15800 1552.03
16000 1552.03
16200 1552.03
16400 1552.03
16600 1552.03
16800 1552.03
17000 1552.03
17200 1552.03
17400 1552.03
17600 1552.03
17800 1552.03
18000 1552.03
18200 1552.03
18400 1552.03
18600 1552.03
18800 1552.03
19000 1552.03
19200 1552.03
19400 1552.03
19600 1552.03
19800 1552.03
20000 1552.03
