# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 15.9044
400 15.1176
600 15.9586
800 15.1703
1000 15.3936
1200 16.2061
1400 14.4257
1600 14.992
1800 15.1814
2000 14.3393
2200 16.4727
2400 14.8748
2600 14.8885
2800 14.3532
3000 14.6654
3200 14.1072
3400 14.482
3600 14.2133
3800 14.1878
4000 14.0659
4200 14.4432
4400 14.4442
4600 15.9475
4800 16.2997
5000 13.6389
5200 13.0899
5400 15.0746
5600 13.2971
5800 12.8061
6000 14.2037
6200 13.938
6400 14.3556
6600 14.9189
6800 14.2926
7000 14.0855
7200 15.0296
7400 14.1125
7600 13.9773
7800 13.7863
8000 15.0906
8200 15.5633
8400 13.7514
8600 15.7304
8800 15.4242
9000 15.3501
9200 14.8878
9400 14.7155
9600 14.9844
9800 14.6306
10000 13.1846
10200 15.1315
10400 14.0924
10600 13.6151
10800 14.7434
11000 14.0633
11200 13.803
11400 15.235
11600 14.5996
11800 15.6949
12000 14.6107
12200 12.2101
12400 14.5716
12600 14.5804
12800 14.7228
13000 15.9079
13200 15.6544
13400 15.6076
13600 15.1737
13800 14.7306
14000 15.3011
14200 14.8446
14400 15.4197
14600 15.8297
14800 13.0871
15000 15.2803
15200 14.3056
15400 15.8237
15600 13.9183
15800 14.0822
16000 13.2436
16200 15.4814
16400 13.5905
16600 15.0141
16800 15.2803
17000 14.9625
17200 14.5984
17400 15.0887
17600 15.5584
17800 15.1022
18000 14.8231
18200 14.0117
18400 14.9989
18600 13.5555
18800 14.2821
19000 15.8815
19200 12.8972
19400 15.3572
19600 16.1765
19800 15.3539
20000 14.2423
