# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -13.6852
200 -10.7276
400 -9.61275
600 -9.9079
800 -10.3063
1000 -9.84657
1200 -9.48486
1400 -8.91092
1600 -8.76837
1800 -9.57622
2000 -8.75872
2200 -9.12303
2400 -9.30621
2600 -8.60698
2800 -8.50615
3000 -8.48416
3200 -9.0267
3400 -9.1339
3600 -9.30926
3800 -9.39427
4000 -9.34429
4200 -9.61143
4400 -9.58019
4600 -9.12548
4800 -9.83502
5000 -9.5726
5200 -8.90276
5400 -8.87243
5600 -9.34937
5800 -9.06914
6000 -8.72797
6200 -9.32092
6400 -9.64404
6600 -9.52444
6800 -8.87653
7000 -8.92951
7200 -9.21458
7400 -9.24979
7600 -8.84318
7800 -9.41807
8000 -8.7511
8200 -9.234
8400 -8.88452
8600 -9.13045
8800 -9.26119
9000 -8.97914
9200 -9.39491
9400 -9.66922
9600 -10.188
9800 -9.8555
10000 -9.57228
10200 -9.48525
10400 -9.41702
10600 -8.724
10800 -9.32191
11000 -9.57673
11200 -9.22355
11400 -8.84024
11600 -9.09571
11800 -8.89824
12000 -8.79015
12200 -8.89801
12400 -8.29714
12600 -8.88002
12800 -9.22515
13000 -9.4472
13200 -9.61053
13400 -9.45407
13600 -9.28671
13800 -9.21092
14000 -9.36225
14200 -9.35787
14400 -9.47723
14600 -8.94493
14800 -9.86654
15000 -9.53313
15200 -9.28218
15400 -9.08407
15600 -9.74537
15800 -9.20851
16000 -8.55719
16200 -8.94146
16400 -8.68439
16600 -9.01703
16800 -9.8069
17000 -9.93256
17200 -9.65503
17400 -9.5832
17600 -9.16105
17800 -8.30456
18000 -8.969
18200 -9.0769
18400 -10.1064
18600 -9.65928
18800 -9.53545
19000 -8.95831
19200 -8.62959
19400 -9.3872
19600 -9.72503
19800 -9.4277
20000 -9.42604
