# Time-averaged data for fix myat6
# TimeStep v_pressure
0 1515.84
200 1647.27
400 1703.21
600 1651.34
800 1578.75
1000 1781.17
1200 2087.02
1400 1534.06
1600 1588.2
1800 1463.85
2000 1897.03
2200 1890.23
2400 1637.65
2600 1536.75
2800 1548.11
3000 1938.62
3200 1792.48
3400 1687.86
3600 1790.35
3800 1798.71
4000 2018.84
4200 1904.34
4400 2096.96
4600 1613.54
4800 2232.87
5000 1551.97
5200 1697.86
5400 1854.79
5600 1863.79
5800 2020.41
6000 2123.04
6200 1853
6400 1797.24
6600 1531.69
6800 1652.04
7000 1645.63
7200 1685.86
7400 2036.41
7600 1801.11
7800 2389.32
8000 1814.91
8200 1949.61
8400 2540.66
8600 1747.45
8800 1620.53
9000 1614.59
9200 1482.84
9400 1757.26
9600 1646
9800 1740.27
10000 2032.2
10200 2058.45
10400 2115.6
10600 1562.81
10800 1767.77
11000 1800.56
11200 1959.49
11400 1793.34
11600 1457.92
11800 2082.4
12000 1704.91
12200 1632.37
12400 1702.2
12600 1554.9
12800 1646.08
13000 2117.62
13200 1840.06
13400 1712.13
13600 1846.68
13800 2003.09
14000 2046.92
14200 1732
14400 2054.54
14600 1831.95
14800 1898.63
15000 1436.67
15200 2293.6
15400 1784.35
15600 1741.82
15800 1740.31
16000 2064.74
16200 1860.37
16400 1484.11
16600 2250.17
16800 1717.67
17000 1776.81
17200 2399.27
17400 1478.4
17600 1923.12
17800 1782.03
18000 2331.15
18200 1900.53
18400 1902.35
18600 1730.31
18800 1745.72
19000 1718.62
19200 1852.84
19400 2004.5
19600 1847.5
19800 1807.12
20000 1978.71
