# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -26.1986
200 -24.3823
400 -24.0821
600 -24.1935
800 -24.6525
1000 -23.8633
1200 -22.4996
1400 -25.0709
1600 -25.1388
1800 -25.398
2000 -23.4808
2200 -23.1818
2400 -24.1649
2600 -24.6467
2800 -24.8835
3000 -23.1336
3200 -23.5081
3400 -24.4293
3600 -23.8187
3800 -24.101
4000 -22.8955
4200 -23.0725
4400 -22.2818
4600 -24.5237
4800 -22.5128
5000 -25.0839
5200 -24.2626
5400 -23.6891
5600 -23.525
5800 -22.7588
6000 -22.6972
6200 -23.8944
6400 -24.1308
6600 -24.9785
6800 -24.0542
7000 -24.2979
7200 -24.5648
7400 -22.4957
7600 -23.7621
7800 -20.8859
8000 -23.7619
8200 -22.8274
8400 -20.0449
8600 -24.1018
8800 -24.3855
9000 -24.8836
9200 -25.1141
9400 -23.884
9600 -24.4014
9800 -24.3332
10000 -22.7281
10200 -22.6788
10400 -22.327
10600 -25.049
10800 -23.7432
11000 -23.8129
11200 -23.5513
11400 -23.9567
11600 -25.7204
11800 -22.5793
12000 -24.0038
12200 -24.7109
12400 -23.9387
12600 -24.7893
12800 -24.7745
13000 -22.3568
13200 -23.7199
13400 -24.2129
13600 -23.4542
13800 -22.789
14000 -22.7801
14200 -23.6571
14400 -22.4191
14600 -23.4374
14800 -23.5457
15000 -25.5176
15200 -21.9665
15400 -23.8574
15600 -23.9157
15800 -24.1537
16000 -22.5043
16200 -23.6773
16400 -25.1435
16600 -21.8742
16800 -24.0837
17000 -23.9125
17200 -21.1794
17400 -24.986
17600 -23.2286
17800 -24.1548
18000 -21.4276
18200 -23.4104
18400 -23.7225
18600 -23.987
18800 -23.947
19000 -24.4025
19200 -23.6258
19400 -23.0161
19600 -23.787
19800 -23.7009
20000 -22.8891
