# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 15.1646
400 14.2115
600 14.6749
800 15.0313
1000 15.1667
1200 13.848
1400 15.8636
1600 16.0393
1800 16.0897
2000 14.3024
2200 13.8903
2400 14.511
2600 14.9687
2800 15.4106
3000 13.9231
3200 14.1891
3400 15.352
3600 14.7965
3800 14.8546
4000 14.5437
4200 14.0864
4400 13.6465
4600 15.8168
4800 13.5777
5000 15.6529
5200 14.721
5400 14.9803
5600 14.6268
5800 13.4043
6000 13.3747
6200 14.1737
6400 14.6204
6600 15.9591
6800 14.4799
7000 15.0589
7200 14.8959
7400 13.3738
7600 15.3107
7800 12.7242
8000 14.6579
8200 14.1388
8400 11.8381
8600 15.2871
8800 15.1989
9000 15.2812
9200 15.5238
9400 14.8322
9600 15.2105
9800 15.091
10000 14.4576
10200 14.0633
10400 12.8639
10600 15.9141
10800 14.6709
11000 14.0908
11200 14.8648
11400 14.823
11600 16.8187
11800 13.8408
12000 14.2978
12200 15.4959
12400 14.117
12600 15.5281
12800 15.7095
13000 13.8723
13200 14.8323
13400 14.8926
13600 14.2086
13800 13.234
14000 13.71
14200 14.6884
14400 13.5325
14600 14.4313
14800 14.438
15000 16.2306
15200 13.6754
15400 15.1452
15600 14.9296
15800 14.678
16000 13.5282
16200 14.9346
16400 15.3182
16600 13.1532
16800 14.4532
17000 14.9874
17200 13.01
17400 16.0008
17600 14.5907
17800 15.6207
18000 12.791
18200 14.2788
18400 14.9209
18600 15.0727
18800 15.508
19000 15.2316
19200 14.4063
19400 13.4663
19600 15.2189
19800 14.9117
20000 14.1274
