# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0522685
200 0.0522685
400 0.0522685
600 0.0522685
800 0.0522685
1000 0.0522685
1200 0.0522685
1400 0.0522685
1600 0.0522685
1800 0.0522685
2000 0.0522685
2200 0.0522685
2400 0.0522685
2600 0.0522685
2800 0.0522685
3000 0.0522685
3200 0.0522685
3400 0.0522685
3600 0.0522685
3800 0.0522685
4000 0.0522685
4200 0.0522685
4400 0.0522685
4600 0.0522685
4800 0.0522685
5000 0.0522685
5200 0.0522685
5400 0.0522685
5600 0.0522685
5800 0.0522685
6000 0.0522685
6200 0.0522685
6400 0.0522685
6600 0.0522685
6800 0.0522685
7000 0.0522685
7200 0.0522685
7400 0.0522685
7600 0.0522685
7800 0.0522685
8000 0.0522685
8200 0.0522685
8400 0.0522685
8600 0.0522685
8800 0.0522685
9000 0.0522685
9200 0.0522685
9400 0.0522685
9600 0.0522685
9800 0.0522685
10000 0.0522685
10200 0.0522685
10400 0.0522685
10600 0.0522685
10800 0.0522685
11000 0.0522685
11200 0.0522685
11400 0.0522685
11600 0.0522685
11800 0.0522685
12000 0.0522685
12200 0.0522685
12400 0.0522685
12600 0.0522685
12800 0.0522685
13000 0.0522685
13200 0.0522685
13400 0.0522685
13600 0.0522685
13800 0.0522685
14000 0.0522685
14200 0.0522685
14400 0.0522685
14600 0.0522685
14800 0.0522685
15000 0.0522685
15200 0.0522685
15400 0.0522685
15600 0.0522685
15800 0.0522685
16000 0.0522685
16200 0.0522685
16400 0.0522685
16600 0.0522685
16800 0.0522685
17000 0.0522685
17200 0.0522685
17400 0.0522685
17600 0.0522685
17800 0.0522685
18000 0.0522685
18200 0.0522685
18400 0.0522685
18600 0.0522685
18800 0.0522685
19000 0.0522685
19200 0.0522685
19400 0.0522685
19600 0.0522685
19800 0.0522685
20000 0.0522685
