# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 103.825
400 97.2996
600 100.472
800 102.912
1000 103.839
1200 94.8107
1400 108.611
1600 109.813
1800 110.158
2000 97.9214
2200 95.1004
2400 99.3495
2600 102.484
2800 105.509
3000 95.3248
3200 97.1456
3400 105.108
3600 101.304
3800 101.702
4000 99.5738
4200 96.4425
4400 93.4311
4600 108.29
4800 92.9602
5000 107.168
5200 100.787
5400 102.563
5600 100.143
5800 91.7725
6000 91.5698
6200 97.0407
6400 100.099
6600 109.264
6800 99.1367
7000 103.101
7200 101.985
7400 91.5639
7600 104.825
7800 87.1165
8000 100.356
8200 96.8019
8400 81.0497
8600 104.663
8800 104.06
9000 104.623
9200 106.284
9400 101.549
9600 104.139
9800 103.321
10000 98.9843
10200 96.2844
10400 88.0726
10600 108.956
10800 100.445
11000 96.4732
11200 101.772
11400 101.486
11600 115.15
11800 94.7614
12000 97.8901
12200 106.093
12400 96.6523
12600 106.313
12800 107.556
13000 94.9772
13200 101.549
13400 101.962
13600 97.2793
13800 90.6068
14000 93.866
14200 100.564
14400 92.6505
14600 98.8039
14800 98.8501
15000 111.123
15200 93.6289
15400 103.692
15600 102.215
15800 100.493
16000 92.6209
16200 102.25
16400 104.876
16600 90.0535
16800 98.9542
17000 102.612
17200 89.073
17400 109.55
17600 99.8952
17800 106.947
18000 87.574
18200 97.7603
18400 102.156
18600 103.195
18800 106.176
19000 104.283
19200 98.6331
19400 92.1971
19600 104.196
19800 102.093
20000 96.7234
