# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 92.3932
400 104.046
600 103.224
800 93.4744
1000 103.53
1200 106.406
1400 93.92
1600 103.839
1800 104.215
2000 102.68
2200 104.093
2400 104.433
2600 100.213
2800 100.605
3000 101.527
3200 101.795
3400 94.2011
3600 96.981
3800 104.603
4000 100.596
4200 102.477
4400 97.9358
4600 99.9755
4800 95.1399
5000 104.725
5200 91.3446
5400 93.5726
5600 105.569
5800 103.244
6000 109.566
6200 96.2964
6400 95.6057
6600 88.4625
6800 104.642
7000 91.8219
7200 101.745
7400 100.666
7600 105.047
7800 93.3811
8000 93.0839
8200 107.595
8400 101.249
8600 96.2009
8800 107.706
9000 95.9973
9200 104.836
9400 102.731
9600 95.8187
9800 107.74
10000 95.4242
10200 103.905
10400 96.5606
10600 96.5343
10800 107.086
11000 98.9701
11200 97.5945
11400 93.3898
11600 102.505
11800 100.36
12000 99.4386
12200 98.6843
12400 95.3658
12600 101.889
12800 97.6559
13000 103.096
13200 95.5206
13400 100.917
13600 103.09
13800 98.5098
14000 97.1121
14200 109.022
14400 103.101
14600 99.1841
14800 104.17
15000 99.2389
15200 102.268
15400 102.963
15600 95.9114
15800 99.4071
16000 101.886
16200 96.84
16400 98.1326
16600 91.7752
16800 100.766
17000 101.275
17200 100.146
17400 96.6296
17600 95.7404
17800 100.162
18000 101.762
18200 98.722
18400 104.677
18600 106.137
18800 104.601
19000 107.423
19200 91.2378
19400 97.5845
19600 104.637
19800 96.8676
20000 91.8535
