# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.4949
400 15.1969
600 15.0769
800 13.6528
1000 15.1215
1200 15.5417
1400 13.7179
1600 15.1667
1800 15.2216
2000 14.9975
2200 15.2038
2400 15.2535
2600 14.6371
2800 14.6944
3000 14.829
3200 14.8682
3400 13.759
3600 14.165
3800 15.2783
4000 14.6931
4200 14.9677
4400 14.3045
4600 14.6024
4800 13.8961
5000 15.2961
5200 13.3418
5400 13.6672
5600 15.4194
5800 15.0798
6000 16.0032
6200 14.065
6400 13.9641
6600 12.9208
6800 15.284
7000 13.4115
7200 14.8608
7400 14.7033
7600 15.3431
7800 13.6392
8000 13.5958
8200 15.7153
8400 14.7883
8600 14.0511
8800 15.7314
9000 14.0213
9200 15.3124
9400 15.0049
9600 13.9952
9800 15.7365
10000 13.9376
10200 15.1764
10400 14.1036
10600 14.0998
10800 15.6409
11000 14.4555
11200 14.2546
11400 13.6405
11600 14.9719
11800 14.6585
12000 14.524
12200 14.4138
12400 13.9291
12600 14.8819
12800 14.2636
13000 15.0581
13200 13.9517
13400 14.7399
13600 15.0573
13800 14.3883
14000 14.1842
14200 15.9237
14400 15.0589
14600 14.4868
14800 15.2151
15000 14.4948
15200 14.9372
15400 15.0388
15600 14.0088
15800 14.5194
16000 14.8815
16200 14.1444
16400 14.3332
16600 13.4047
16800 14.7178
17000 14.7922
17200 14.6272
17400 14.1137
17600 13.9838
17800 14.6297
18000 14.8633
18200 14.4193
18400 15.2891
18600 15.5024
18800 15.278
19000 15.6901
19200 13.3262
19400 14.2532
19600 15.2832
19800 14.1485
20000 13.4161
