# Time-averaged data for fix myat3
# TimeStep v_Etot
0 -6.23136
200 -2.19381
400 -1.44575
600 -0.983761
800 -0.637802
1000 -0.289032
1200 -1.01649
1400 -0.923864
1600 -0.321776
1800 -0.281562
2000 -0.532645
2200 -0.585784
2400 -0.487502
2600 -0.667979
2800 -0.932482
3000 -1.06176
3200 -0.996346
3400 -0.78775
3600 -0.380751
3800 -0.697772
4000 -0.356861
4200 -0.562255
4400 -0.400456
4600 -0.692031
4800 -0.641527
5000 -0.749549
5200 -0.92336
5400 -1.02037
5600 -0.681892
5800 -0.659617
6000 -0.143757
6200 -0.297934
6400 -0.292361
6600 -0.268529
6800 -0.235783
7000 -0.710735
7200 -0.789989
7400 -0.911762
7600 -0.352682
7800 -0.24923
8000 -0.418332
8200 -0.405482
8400 -1.05979
8600 -0.927905
8800 -0.697727
9000 -0.751774
9200 -0.411428
9400 -0.948747
9600 -1.25385
9800 -0.948902
10000 -0.649794
10200 -1.04506
10400 -0.454065
10600 -0.320008
10800 -0.727736
11000 -0.983299
11200 -0.532831
11400 -0.433018
11600 -0.83498
11800 -1.1561
12000 -0.818135
12200 -1.11105
12400 -0.16016
12600 -0.527959
12800 -0.322967
13000 -0.744689
13200 -0.38209
13400 -0.485937
13600 -0.837476
13800 -0.583389
14000 -0.114098
14200 -0.454645
14400 -0.600148
14600 -1.01101
14800 -0.552824
15000 -0.592958
15200 -0.502288
15400 -0.910229
15600 -0.78068
15800 -0.533613
16000 -1.09344
16200 -0.667901
16400 -0.628451
16600 -0.111856
16800 -0.401367
17000 -0.420867
17200 -0.745233
17400 -0.64009
17600 -0.28374
17800 -0.780075
18000 -0.366977
18200 -0.241734
18400 -1.14019
18600 -0.687914
18800 -1.00535
19000 -1.13488
19200 -0.851674
19400 -0.798267
19600 -1.04559
19800 -0.656618
20000 -0.888281
