# Time-averaged data for fix myat1
# TimeStep v_Epot
0 -27.6927
200 -22.3652
400 -20.885
600 -21.9938
800 -22.1329
1000 -21.7201
1200 -21.5857
1400 -21.5621
1600 -20.15
1800 -22.2945
2000 -21.9983
2200 -22.702
2400 -22.0338
2600 -20.6259
2800 -22.2865
3000 -21.8772
3200 -21.7334
3400 -21.2193
3600 -21.6135
3800 -21.5792
4000 -20.8453
4200 -20.8445
4400 -22.6762
4600 -22.5219
4800 -21.913
5000 -21.5781
5200 -23.5431
5400 -21.3637
5600 -21.4665
5800 -21.9444
6000 -21.1008
6200 -20.5177
6400 -21.3902
6600 -20.2556
6800 -20.51
7000 -22.0262
7200 -21.6394
7400 -22.0773
7600 -20.8928
7800 -21.9788
8000 -21.8072
8200 -20.6972
8400 -20.7872
8600 -22.481
8800 -20.9379
9000 -21.2034
9200 -20.9775
9400 -22.2978
9600 -21.2766
9800 -21.8104
10000 -20.6953
10200 -22.739
10400 -21.1514
10600 -24.0832
10800 -20.435
11000 -23.8797
11200 -21.011
11400 -21.8472
11600 -20.9222
11800 -22.0051
12000 -22.0011
12200 -21.8966
12400 -21.4428
12600 -21.6545
12800 -20.3896
13000 -22.7196
13200 -22.4462
13400 -20.5865
13600 -21.9718
13800 -20.3868
14000 -22.3307
14200 -21.8538
14400 -22.7978
14600 -22.4631
14800 -20.6111
15000 -20.6037
15200 -20.9414
15400 -19.6277
15600 -23.2028
15800 -21.5194
16000 -22.0209
16200 -22.0231
16400 -22.3449
16600 -22.3863
16800 -22.3334
17000 -21.8075
17200 -21.5781
17400 -20.5229
17600 -22.4849
17800 -22.6873
18000 -21.0334
18200 -21.1388
18400 -20.8121
18600 -22.5243
18800 -20.7575
19000 -22.9461
19200 -20.6781
19400 -23.3457
19600 -21.5903
19800 -20.6646
20000 -20.3393
