# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 95.645
400 93.7039
600 104.486
800 103.481
1000 100.39
1200 103.884
1400 106.398
1600 98.1134
1800 106.081
2000 103.415
2200 108.772
2400 102.846
2600 95.4015
2800 103.843
3000 100.156
3200 102.413
3400 99.8867
3600 100.251
3800 99.1918
4000 95.3973
4200 93.1551
4400 103.992
4600 105.115
4800 102.662
5000 99.8537
5200 111.31
5400 100.018
5600 98.6395
5800 104.263
6000 97.5236
6200 91.6808
6400 100.79
6600 90.7293
6800 96.4719
7000 107.765
7200 102.65
7400 105.622
7600 95.2133
7800 101.441
8000 104.973
8200 91.9508
8400 98.0255
8600 102.651
8800 96.147
9000 98.5104
9200 95.2908
9400 106.294
9600 96.0684
9800 104.631
10000 95.8422
10200 105.289
10400 101.11
10600 116.791
10800 96.0131
11000 111.695
11200 96.4689
11400 101.58
11600 97.4795
11800 101.61
12000 97.8101
12200 102.476
12400 100.927
12600 102.065
12800 95.3825
13000 107.987
13200 107.678
13400 99.5512
13600 106.314
13800 93.1829
14000 105.067
14200 104.447
14400 106.931
14600 106.397
14800 97.9585
15000 95.3853
15200 96.8583
15400 90.4432
15600 112.644
15800 99.3486
16000 104.321
16200 104.539
16400 107.455
16600 108.104
16800 106.131
17000 100.511
17200 96.1005
17400 98.552
17600 103.538
17800 106.538
18000 96.153
18200 100.239
18400 97.8582
18600 107.846
18800 92.6786
19000 110.118
19200 96.1245
19400 111.471
19600 98.4915
19800 96.8641
20000 92.7196
