# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 13.9699
400 13.6864
600 15.2611
800 15.1143
1000 14.6629
1200 15.1733
1400 15.5404
1600 14.3304
1800 15.4942
2000 15.1047
2200 15.8872
2400 15.0216
2600 13.9343
2800 15.1673
3000 14.6288
3200 14.9585
3400 14.5894
3600 14.6426
3800 14.4879
4000 13.9337
4200 13.6062
4400 15.189
4600 15.3531
4800 14.9948
5000 14.5846
5200 16.2579
5400 14.6086
5600 14.4073
5800 15.2286
6000 14.2443
6200 13.3909
6400 14.7213
6600 13.2519
6800 14.0906
7000 15.7401
7200 14.993
7400 15.4272
7600 13.9068
7800 14.8164
8000 15.3323
8200 13.4303
8400 14.3176
8600 14.9931
8800 14.0432
9000 14.3884
9200 13.9182
9400 15.5253
9600 14.0317
9800 15.2823
10000 13.9987
10200 15.3784
10400 14.7681
10600 17.0584
10800 14.0236
11000 16.3142
11200 14.0902
11400 14.8367
11600 14.2378
11800 14.8412
12000 14.2861
12200 14.9676
12400 14.7413
12600 14.9076
12800 13.9315
13000 15.7725
13200 15.7275
13400 14.5404
13600 15.5281
13800 13.6103
14000 15.346
14200 15.2555
14400 15.6184
14600 15.5402
14800 14.3078
15000 13.932
15200 14.1471
15400 13.2101
15600 16.4527
15800 14.5108
16000 15.2371
16200 15.2689
16400 15.6948
16600 15.7897
16800 15.5015
17000 14.6806
17200 14.0364
17400 14.3945
17600 15.1227
17800 15.561
18000 14.0441
18200 14.6409
18400 14.2931
18600 15.7519
18800 13.5366
19000 16.0838
19200 14.0399
19400 16.2815
19600 14.3856
19800 14.1479
20000 13.5426
