# Time-averaged data for fix myat5
# TimeStep v_Evdwl
0 -29.7036
200 -23.3868
400 -22.6327
600 -21.6721
800 -22.8567
1000 -22.8274
1200 -23.018
1400 -23.4244
1600 -24.0351
1800 -25.9003
2000 -23.2624
2200 -23.8561
2400 -23.6624
2600 -24.4168
2800 -22.3964
3000 -23.1948
3200 -23.4933
3400 -21.5739
3600 -25.065
3800 -25.071
4000 -21.6684
4200 -23.1736
4400 -22.6336
4600 -22.1963
4800 -23.3169
5000 -23.3968
5200 -22.4255
5400 -22.9203
5600 -23.8516
5800 -23.2844
6000 -23.2087
6200 -22.7344
6400 -25.8583
6600 -24.4039
6800 -24.3333
7000 -22.7522
7200 -21.4816
7400 -22.7168
7600 -22.426
7800 -23.1074
8000 -23.2976
8200 -24.0394
8400 -21.807
8600 -24.1136
8800 -23.2492
9000 -22.1057
9200 -23.4666
9400 -25.3728
9600 -22.5598
9800 -23.2494
10000 -23.752
10200 -23.6248
10400 -23.5532
10600 -21.9519
10800 -23.6454
11000 -21.758
11200 -24.464
11400 -22.7766
11600 -22.0496
11800 -22.6419
12000 -22.8156
12200 -22.6781
12400 -24.6818
12600 -23.1338
12800 -24.3024
13000 -22.5412
13200 -24.8224
13400 -23.3084
13600 -23.7812
13800 -23.3811
14000 -22.9177
14200 -22.7191
14400 -23.9723
14600 -20.594
14800 -24.6226
15000 -23.9872
15200 -22.8569
15400 -24.969
15600 -23.8377
15800 -22.6472
16000 -23.4163
16200 -22.4524
16400 -22.3555
16600 -21.3631
16800 -24.1196
17000 -24.015
17200 -22.8397
17400 -22.5146
17600 -21.5778
17800 -22.6832
18000 -24.2568
18200 -22.8027
18400 -22.7474
18600 -24.7541
18800 -24.7306
19000 -22.3545
19200 -24.2532
19400 -23.3867
19600 -21.7424
19800 -23.5231
20000 -22.2832
