# Time-averaged data for fix myat9
# TimeStep v_density
0 0.0498213
200 0.0498213
400 0.0498213
600 0.0498213
800 0.0498213
1000 0.0498213
1200 0.0498213
1400 0.0498213
1600 0.0498213
1800 0.0498213
2000 0.0498213
2200 0.0498213
2400 0.0498213
2600 0.0498213
2800 0.0498213
3000 0.0498213
3200 0.0498213
3400 0.0498213
3600 0.0498213
3800 0.0498213
4000 0.0498213
4200 0.0498213
4400 0.0498213
4600 0.0498213
4800 0.0498213
5000 0.0498213
5200 0.0498213
5400 0.0498213
5600 0.0498213
5800 0.0498213
6000 0.0498213
6200 0.0498213
6400 0.0498213
6600 0.0498213
6800 0.0498213
7000 0.0498213
7200 0.0498213
7400 0.0498213
7600 0.0498213
7800 0.0498213
8000 0.0498213
8200 0.0498213
8400 0.0498213
8600 0.0498213
8800 0.0498213
9000 0.0498213
9200 0.0498213
9400 0.0498213
9600 0.0498213
9800 0.0498213
10000 0.0498213
10200 0.0498213
10400 0.0498213
10600 0.0498213
10800 0.0498213
11000 0.0498213
11200 0.0498213
11400 0.0498213
11600 0.0498213
11800 0.0498213
12000 0.0498213
12200 0.0498213
12400 0.0498213
12600 0.0498213
12800 0.0498213
13000 0.0498213
13200 0.0498213
13400 0.0498213
13600 0.0498213
13800 0.0498213
14000 0.0498213
14200 0.0498213
14400 0.0498213
14600 0.0498213
14800 0.0498213
15000 0.0498213
15200 0.0498213
15400 0.0498213
15600 0.0498213
15800 0.0498213
16000 0.0498213
16200 0.0498213
16400 0.0498213
16600 0.0498213
16800 0.0498213
17000 0.0498213
17200 0.0498213
17400 0.0498213
17600 0.0498213
17800 0.0498213
18000 0.0498213
18200 0.0498213
18400 0.0498213
18600 0.0498213
18800 0.0498213
19000 0.0498213
19200 0.0498213
19400 0.0498213
19600 0.0498213
19800 0.0498213
20000 0.0498213
