# Time-averaged data for fix myat2
# TimeStep v_Ekin
0 14.7
200 12.8872
400 13.1966
600 13.5216
800 15.0079
1000 14.6163
1200 15.1878
1400 15.1976
1600 15.5921
1800 16.938
2000 14.5051
2200 15.473
2400 15.819
2600 16.4674
2800 14.1178
3000 14.1075
3200 14.594
3400 12.6155
3600 16.0886
3800 16.2328
4000 13.5362
4200 15.0135
4400 14.346
4600 14.2887
4800 15.2234
5000 15.2198
5200 13.8736
5400 14.2792
5600 15.4181
5800 14.8478
6000 14.5152
6200 14.3293
6400 16.9364
6600 15.6455
6800 15.8808
7000 14.2326
7200 12.6768
7400 14.7822
7600 13.96
7800 14.2592
8000 15.1474
8200 15.2454
8400 13.239
8600 15.7583
8800 14.8078
9000 13.9516
9200 14.9955
9400 16.4361
9600 13.8795
9800 14.8959
10000 14.9142
10200 14.6689
10400 15.081
10600 14.1701
10800 15.3795
11000 13.066
11200 15.8631
11400 14.2373
11600 14.1084
11800 14.5513
12000 14.158
12200 14.0293
12400 16.5794
12600 14.5917
12800 15.4908
13000 14.039
13200 16.0525
13400 14.7752
13600 14.6191
13800 14.564
14000 14.8391
14200 13.8454
14400 14.7269
14600 11.9833
14800 15.8739
15000 14.8483
15200 14.8679
15400 16.2879
15600 15.3752
15800 14.1988
16000 14.6878
16200 13.9789
16400 14.311
16600 12.9976
16800 15.6986
17000 15.4798
17200 14.1946
17400 13.7981
17600 12.9758
17800 14.2992
18000 15.667
18200 14.2783
18400 15.0253
18600 15.6364
18800 15.6932
19000 13.7505
19200 16.3947
19400 15.1065
19600 13.2611
19800 15.6123
20000 13.8499
