# Time-averaged data for fix myat7
# TimeStep v_temperature
0 100.644
200 88.2324
400 90.3506
600 92.5759
800 102.752
1000 100.071
1200 103.983
1400 104.051
1600 106.752
1800 115.966
2000 99.3096
2200 105.936
2400 108.305
2600 112.745
2800 96.658
3000 96.5872
3200 99.9181
3400 86.372
3600 110.151
3800 111.138
4000 92.6757
4200 102.79
4400 98.2201
4600 97.8281
4800 104.227
5000 104.202
5200 94.9857
5400 97.7631
5600 105.56
5800 101.656
6000 99.3788
6200 98.1061
6400 115.955
6600 107.117
6800 108.728
7000 97.4436
7200 86.792
7400 101.207
7600 95.5774
7800 97.6258
8000 103.707
8200 104.378
8400 90.6408
8600 107.889
8800 101.382
9000 95.52
9200 102.667
9400 112.53
9600 95.026
9800 101.985
10000 102.11
10200 100.431
10400 103.252
10600 97.0158
10800 105.296
11000 89.4568
11200 108.607
11400 97.4762
11600 96.5931
11800 99.6254
12000 96.9329
12200 96.0516
12400 113.511
12600 99.9025
12800 106.058
13000 96.1184
13200 109.903
13400 101.159
13600 100.09
13800 99.7126
14000 101.596
14200 94.7925
14400 100.828
14600 82.0438
14800 108.681
15000 101.659
15200 101.793
15400 111.516
15600 105.266
15800 97.2124
16000 100.56
16200 95.7065
16400 97.9804
16600 88.9883
16800 107.48
17000 105.982
17200 97.1836
17400 94.4689
17600 88.8392
17800 97.8996
18000 107.264
18200 97.7568
18400 102.871
18600 107.055
18800 107.444
19000 94.1428
19200 112.247
19400 103.427
19600 90.7924
19800 106.89
20000 94.8235
