# Time-averaged data for fix myat6
# TimeStep v_pressure
0 33.2652
200 1362.72
400 1453.35
600 1849.46
800 1470.55
1000 1552.77
1200 1483.65
1400 1370.11
1600 1237.63
1800 978.139
2000 1346.69
2200 1244.8
2400 1420.48
2600 1206.91
2800 1481.38
3000 1378.34
3200 1401.35
3400 1661.68
3600 1022.86
3800 1101.35
4000 1818.83
4200 1438.06
4400 1642.12
4600 1631.06
4800 1424.2
5000 1456.52
5200 1564.99
5400 1435.92
5600 1230
5800 1474.49
6000 1423
6200 1520.18
6400 916.596
6600 1184.74
6800 1146.27
7000 1583.19
7200 1809.5
7400 1541.88
7600 1556.44
7800 1390.33
8000 1420.75
8200 1197.12
8400 1690.56
8600 1277.76
8800 1433.74
9000 1662.6
9200 1392.67
9400 1000.35
9600 1552.39
9800 1435.89
10000 1267.67
10200 1315.27
10400 1313.32
10600 1731.92
10800 1346.64
11000 1777.91
11200 1158.89
11400 1428.71
11600 1688.54
11800 1512.32
12000 1442.85
12200 1576.63
12400 1116.94
12600 1583.71
12800 1118.65
13000 1535.9
13200 1128.26
13400 1436.09
13600 1291.9
13800 1320.06
14000 1442.03
14200 1455.46
14400 1249.77
14600 1947.12
14800 1157.72
15000 1255.12
15200 1447.78
15400 1050.5
15600 1273.59
15800 1565.23
16000 1349.87
16200 1530.93
16400 1655.27
16600 1827.75
16800 1294.68
17000 1293.55
17200 1607.12
17400 1621.51
17600 1743.26
17800 1559.96
18000 1307.19
18200 1486.24
18400 1522.6
18600 1132.05
18800 1172.24
19000 1606.41
19200 1202.75
19400 1375.64
19600 1595.67
19800 1280.25
20000 1708.53
